t,air_temperature,humidity,ambient_CO2,Wind,PAR_incident
152,18.5,0.78,360,1.7,1656400
153,19,0.81,360,1.7,969600
154,19.4,0.81,360,1.7,4080400
155,21.1,0.77,360,1.7,3191600
156,21.6,0.73,360,1.7,5736800
157,22.8,0.66,360,1.7,4928800
158,23,0.69,360,1.7,5231800
159,23.3,0.62,360,1.7,3595600
160,23.5,0.63,360,1.7,3030000
161,21.6,0.58,360,1.7,2040200
162,21.3,0.57,360,1.7,1212000
163,19.3,0.76,360,1.7,222200
164,18.6,0.83,360,1.7,0
165,18.1,0.87,360,1.7,0
166,17,0.91,360,1.7,0
167,14.5,0.93,360,1.7,0
168,11.8,0.66,360,3.6,0
169,12.1,0.65,360,3.6,0
170,12.1,0.68,360,3.6,0
171,12.8,0.69,360,3.6,0
172,12.6,0.71,360,3.6,202000
173,17.1,0.61,360,3.6,1090800
174,19.3,0.54,360,3.6,2504800
175,22.3,0.45,360,3.6,3514800
176,22.7,0.45,360,3.6,3393600
177,24.5,0.41,360,3.6,3918800
178,27.1,0.33,360,3.6,6302400
179,28.6,0.32,360,3.6,6827600
180,29.7,0.28,360,3.6,6605400
181,29.4,0.29,360,3.6,4908600
182,30.5,0.27,360,3.6,5393400
183,30,0.28,360,3.6,4242000
184,28.4,0.33,360,3.6,2969400
185,26.8,0.37,360,3.6,1010000
186,25.3,0.42,360,3.6,525200
187,23,0.43,360,3.6,40400
188,21.9,0.44,360,3.6,0
189,20.6,0.44,360,3.6,0
190,20.4,0.44,360,3.6,0
191,19.8,0.45,360,3.6,0
192,14,0.91,360,5.2,0
193,14.9,0.76,360,5.2,0
194,12.6,0.93,360,5.2,0
195,10.9,0.94,360,5.2,0
196,11.7,0.97,360,5.2,202000
197,14.5,0.82,360,5.2,1292800
198,16.8,0.72,360,5.2,2504800
199,17.7,0.71,360,5.2,3535000
200,19,0.63,360,5.2,4949000
201,19.7,0.59,360,5.2,5474200
202,20.6,0.58,360,5.2,4848000
203,21.6,0.55,360,5.2,5575200
204,22.4,0.54,360,5.2,6605400
205,23,0.52,360,5.2,6464000
206,22.9,0.53,360,5.2,4242000
207,23.2,0.52,360,5.2,2262400
208,22.3,0.56,360,5.2,1434200
209,22,0.62,360,5.2,1777600
210,19.8,0.73,360,5.2,545400
211,17.3,0.82,360,5.2,20200
212,15.6,0.9,360,5.2,0
213,15.6,0.88,360,5.2,0
214,15.3,0.88,360,5.2,0
215,14.3,0.89,360,5.2,0
216,8.9,0.73,360,3.8,0
217,8.4,0.72,360,3.8,0
218,7.5,0.75,360,3.8,0
219,7.2,0.75,360,3.8,0
220,7.9,0.73,360,3.8,161600
221,9.5,0.68,360,3.8,909000
222,10.9,0.61,360,3.8,1959400
223,11.8,0.6,360,3.8,3211800
224,12.7,0.55,360,3.8,3474400
225,14.4,0.49,360,3.8,3535000
226,14.5,0.53,360,3.8,3474400
227,16.5,0.47,360,3.8,4848000
228,17.9,0.38,360,3.8,6464000
229,18.6,0.38,360,3.8,6100400
230,19.1,0.36,360,3.8,5474200
231,19.5,0.3,360,3.8,4545000
232,18.9,0.34,360,3.8,3454200
233,18,0.37,360,3.8,2222000
234,16.5,0.38,360,3.8,1030200
235,13,0.55,360,3.8,161600
236,12.1,0.59,360,3.8,0
237,11.6,0.61,360,3.8,0
238,10.9,0.66,360,3.8,0
239,10.8,0.65,360,3.8,0
240,11.8,0.88,360,5.3,0
241,11.4,0.86,360,5.3,0
242,11.3,0.86,360,5.3,0
243,10.7,0.88,360,5.3,0
244,10.9,0.87,360,5.3,202000
245,12.8,0.81,360,5.3,1212000
246,14.8,0.75,360,5.3,2585600
247,15.6,0.73,360,5.3,3070400
248,19,0.63,360,5.3,4120800
249,19.6,0.5,360,5.3,4120800
250,20.5,0.45,360,5.3,4120800
251,20.1,0.54,360,5.3,5393400
252,15.7,0.67,360,5.3,2302800
253,19.3,0.51,360,5.3,4403600
254,18.4,0.58,360,5.3,2282600
255,19.7,0.48,360,5.3,3353200
256,18.9,0.48,360,5.3,3373400
257,17.8,0.53,360,5.3,1979600
258,16.5,0.58,360,5.3,828200
259,15.5,0.61,360,5.3,40400
260,14.5,0.71,360,5.3,0
261,13.6,0.75,360,5.3,0
262,11.9,0.8,360,5.3,0
263,11,0.84,360,5.3,0
264,10.8,0.83,360,4.5,0
265,10.4,0.84,360,4.5,0
266,10.9,0.82,360,4.5,0
267,10.3,0.86,360,4.5,0
268,11.3,0.82,360,4.5,323200
269,12.7,0.78,360,4.5,1171600
270,14.4,0.76,360,4.5,1818000
271,15.2,0.7,360,4.5,2262400
272,19,0.57,360,4.5,2989600
273,20,0.54,360,4.5,4464200
274,21,0.53,360,4.5,2363400
275,22.5,0.46,360,4.5,2949200
276,22.4,0.42,360,4.5,2787600
277,23.3,0.43,360,4.5,3151200
278,23.3,0.45,360,4.5,2020000
279,24.6,0.44,360,4.5,2706800
280,23.8,0.47,360,4.5,3494600
281,22.9,0.51,360,4.5,2787600
282,21,0.61,360,4.5,949400
283,19.6,0.69,360,4.5,20200
284,19.7,0.67,360,4.5,0
285,19.8,0.66,360,4.5,0
286,17.9,0.82,360,4.5,0
287,17.8,0.79,360,4.5,0
288,17.9,0.75,360,3.1,0
289,16.4,0.88,360,3.1,0
290,16.3,0.88,360,3.1,0
291,16.3,0.86,360,3.1,0
292,16.8,0.85,360,3.1,40400
293,17.6,0.84,360,3.1,464600
294,19.3,0.74,360,3.1,1939200
295,19.2,0.79,360,3.1,1777600
296,21.7,0.69,360,3.1,2828000
297,21.9,0.64,360,3.1,5151000
298,22.3,0.61,360,3.1,1494800
299,23.9,0.6,360,3.1,5817600
300,23.4,0.61,360,3.1,4444000
301,22.4,0.65,360,3.1,5312600
302,19.7,0.8,360,3.1,888800
303,17.4,0.76,360,3.1,727200
304,17.2,0.91,360,3.1,282800
305,18.1,0.89,360,3.1,747400
306,17.6,0.85,360,3.1,444400
307,16.1,0.91,360,3.1,141400
308,16,0.92,360,3.1,0
309,15.5,0.92,360,3.1,0
310,15.2,0.96,360,3.1,0
311,18.6,0.69,360,3.1,0
312,12.5,0.78,360,1.4,0
313,12.5,0.77,360,1.4,0
314,12.6,0.73,360,1.4,0
315,11.6,0.84,360,1.4,0
316,12.7,0.76,360,1.4,101000
317,13.3,0.75,360,1.4,868600
318,14.2,0.71,360,1.4,1595800
319,14.3,0.71,360,1.4,1010000
320,13.7,0.73,360,1.4,969600
321,15.6,0.64,360,1.4,2363400
322,16.3,0.6,360,1.4,3838000
323,16.8,0.55,360,1.4,3393600
324,17.4,0.55,360,1.4,3151200
325,17.8,0.54,360,1.4,3474400
326,18.3,0.51,360,1.4,3615800
327,16.5,0.62,360,1.4,4040000
328,18,0.46,360,1.4,2484600
329,15,0.64,360,1.4,1696800
330,14.5,0.65,360,1.4,828200
331,14.1,0.66,360,1.4,80800
332,13.4,0.69,360,1.4,0
333,13.1,0.75,360,1.4,0
334,13.6,0.67,360,1.4,0
335,13.6,0.68,360,1.4,0
336,14.6,0.93,360,1.6,0
337,14.8,0.94,360,1.6,0
338,13.8,0.95,360,1.6,0
339,13.7,0.95,360,1.6,0
340,14.6,0.95,360,1.6,181800
341,17.3,0.89,360,1.6,949400
342,19.1,0.83,360,1.6,2020000
343,21.1,0.74,360,1.6,3413800
344,23,0.65,360,1.6,4666200
345,25.1,0.52,360,1.6,5696400
346,25.1,0.53,360,1.6,4989400
347,26.7,0.45,360,1.6,4302600
348,26.2,0.54,360,1.6,6565000
349,27.3,0.41,360,1.6,4706600
350,27.8,0.45,360,1.6,3615800
351,24.3,0.6,360,1.6,2848200
352,24.1,0.61,360,1.6,1191800
353,23.6,0.66,360,1.6,1737200
354,20.2,0.81,360,1.6,363600
355,18.6,0.82,360,1.6,141400
356,18.1,0.85,360,1.6,0
357,18.2,0.81,360,1.6,0
358,17.7,0.88,360,1.6,0
359,15,0.91,360,1.6,0
360,12.2,0.94,360,1.7,0
361,12,0.93,360,1.7,0
362,11.9,0.92,360,1.7,0
363,11.5,0.9,360,1.7,0
364,11,0.92,360,1.7,121200
365,12.6,0.84,360,1.7,969600
366,12.9,0.78,360,1.7,2141200
367,14.3,0.74,360,1.7,2828000
368,15.9,0.7,360,1.7,3898600
369,17.4,0.68,360,1.7,4565200
370,18.2,0.65,360,1.7,4747000
371,19.9,0.59,360,1.7,6140800
372,20.9,0.61,360,1.7,6908400
373,21.1,0.62,360,1.7,7009400
374,21.6,0.58,360,1.7,5736800
375,22.7,0.61,360,1.7,4807600
376,21.9,0.59,360,1.7,2747200
377,21.7,0.61,360,1.7,1636200
378,20.6,0.64,360,1.7,1010000
379,18.2,0.74,360,1.7,20200
380,16.2,0.84,360,1.7,0
381,15.9,0.86,360,1.7,0
382,15.6,0.86,360,1.7,0
383,15.3,0.88,360,1.7,0
384,19.2,0.45,360,1.6,0
385,19,0.43,360,1.6,0
386,18.3,0.41,360,1.6,0
387,17.9,0.39,360,1.6,0
388,17.5,0.38,360,1.6,141400
389,18.5,0.35,360,1.6,727200
390,19.8,0.33,360,1.6,2302800
391,22.5,0.29,360,1.6,3373400
392,25.2,0.28,360,1.6,4625800
393,27.4,0.21,360,1.6,5312600
394,28.5,0.2,360,1.6,6080200
395,29.5,0.22,360,1.6,6363000
396,30.1,0.21,360,1.6,6302400
397,30.8,0.21,360,1.6,5858000
398,31,0.21,360,1.6,5191400
399,31.1,0.2,360,1.6,4161200
400,29.9,0.27,360,1.6,2424000
401,28.5,0.28,360,1.6,1818000
402,26.2,0.35,360,1.6,747400
403,25.5,0.33,360,1.6,181800
404,24.2,0.39,360,1.6,0
405,20,0.51,360,1.6,0
406,21.2,0.48,360,1.6,0
407,22,0.45,360,1.6,0
408,16.6,0.65,360,2,0
409,16.5,0.63,360,2,0
410,16.2,0.62,360,2,0
411,16.7,0.56,360,2,0
412,16.9,0.56,360,2,121200
413,18,0.53,360,2,1070600
414,19.9,0.5,360,2,2565400
415,21.2,0.49,360,2,3878400
416,23.8,0.45,360,2,5029800
417,25.6,0.47,360,2,5938800
418,27.6,0.41,360,2,6585200
419,29.8,0.33,360,2,7009400
420,29.1,0.34,360,2,6888200
421,28.9,0.36,360,2,6342800
422,27.9,0.39,360,2,5454000
423,27.3,0.41,360,2,3555200
424,22,0.7,360,2,2868400
425,19.8,0.76,360,2,1272600
426,19.2,0.76,360,2,444400
427,18.2,0.74,360,2,0
428,17.6,0.72,360,2,0
429,17.3,0.72,360,2,0
430,17.2,0.72,360,2,0
431,17,0.76,360,2,0
432,17.1,0.84,360,1.5,0
433,16.9,0.88,360,1.5,0
434,15.4,0.91,360,1.5,0
435,13.9,0.93,360,1.5,0
436,14.8,0.94,360,1.5,181800
437,17.9,0.82,360,1.5,989800
438,20.4,0.7,360,1.5,2121000
439,21.4,0.64,360,1.5,3312800
440,22.4,0.6,360,1.5,4322800
441,23.3,0.62,360,1.5,5151000
442,24.2,0.56,360,1.5,5797400
443,24.7,0.6,360,1.5,5736800
444,25.9,0.54,360,1.5,6342800
445,26,0.57,360,1.5,6039800
446,26.2,0.56,360,1.5,5373200
447,26.3,0.55,360,1.5,4444000
448,25.9,0.55,360,1.5,3333000
449,25.5,0.59,360,1.5,2161400
450,24.5,0.61,360,1.5,1030200
451,22.4,0.7,360,1.5,222200
452,21.1,0.73,360,1.5,0
453,19.9,0.81,360,1.5,0
454,18.6,0.85,360,1.5,0
455,18.8,0.88,360,1.5,0
456,16.5,0.65,360,1.5,0
457,16.3,0.6,360,1.5,0
458,15.3,0.65,360,1.5,0
459,14.6,0.69,360,1.5,0
460,14.2,0.72,360,1.5,0
461,14.5,0.66,360,1.5,161600
462,14.8,0.64,360,1.5,505000
463,14.9,0.6,360,1.5,686800
464,16.6,0.58,360,1.5,1555400
465,17.3,0.55,360,1.5,3151200
466,15.7,0.62,360,1.5,2444200
467,17.8,0.53,360,1.5,5110600
468,19.1,0.51,360,1.5,5878200
469,19.3,0.47,360,1.5,5373200
470,17.9,0.54,360,1.5,3797600
471,18.1,0.51,360,1.5,3737000
472,17.8,0.52,360,1.5,666600
473,16.3,0.6,360,1.5,1090800
474,15.4,0.6,360,1.5,808000
475,14.6,0.6,360,1.5,60600
476,14.5,0.58,360,1.5,0
477,13.8,0.64,360,1.5,0
478,14.2,0.61,360,1.5,0
479,13.4,0.62,360,1.5,0
480,17.2,0.89,360,2.4,0
481,15.9,0.94,360,2.4,0
482,14.9,0.95,360,2.4,0
483,14.9,0.95,360,2.4,0
484,15.4,0.95,360,2.4,121200
485,18.4,0.84,360,2.4,868600
486,19.1,0.83,360,2.4,1616000
487,21.3,0.76,360,2.4,1858400
488,23.5,0.71,360,2.4,2787600
489,25.9,0.58,360,2.4,4928800
490,25.9,0.59,360,2.4,4080400
491,27.3,0.54,360,2.4,4747000
492,26.8,0.54,360,2.4,1757400
493,28.4,0.53,360,2.4,2787600
494,28.7,0.55,360,2.4,4444000
495,25.8,0.57,360,2.4,3575400
496,24.3,0.63,360,2.4,2424000
497,24.2,0.7,360,2.4,1878600
498,22.5,0.77,360,2.4,888800
499,21.1,0.84,360,2.4,161600
500,19.9,0.89,360,2.4,0
501,20,0.87,360,2.4,0
502,19.7,0.9,360,2.4,0
503,18.9,0.95,360,2.4,0
504,9,0.82,360,3.1,0
505,9.2,0.83,360,3.1,0
506,9.1,0.85,360,3.1,0
507,8.7,0.84,360,3.1,0
508,8.3,0.85,360,3.1,0
509,8.2,0.84,360,3.1,262600
510,8.4,0.82,360,3.1,545400
511,9.3,0.8,360,3.1,909000
512,10.3,0.73,360,3.1,2464400
513,11,0.67,360,3.1,2282600
514,11,0.69,360,3.1,2080600
515,11.3,0.76,360,3.1,3757200
516,11.6,0.76,360,3.1,3393600
517,12.4,0.76,360,3.1,4423800
518,12,0.79,360,3.1,2787600
519,12.3,0.72,360,3.1,2060400
520,12.6,0.71,360,3.1,2343200
521,11.1,0.85,360,3.1,505000
522,11.1,0.76,360,3.1,343400
523,10.8,0.76,360,3.1,0
524,10.8,0.75,360,3.1,0
525,10.8,0.76,360,3.1,0
526,10.6,0.79,360,3.1,0
527,10.3,0.83,360,3.1,0
528,15.8,0.63,360,2.3,0
529,14,0.69,360,2.3,0
530,11.4,0.78,360,2.3,0
531,10.2,0.85,360,2.3,0
532,11.6,0.85,360,2.3,282800
533,16.2,0.65,360,2.3,1434200
534,17.6,0.62,360,2.3,2525000
535,19.9,0.56,360,2.3,3777400
536,21.5,0.49,360,2.3,4949000
537,24,0.45,360,2.3,5918600
538,24.6,0.44,360,2.3,6524600
539,26,0.41,360,2.3,6787200
540,27.3,0.39,360,2.3,6625600
541,26.3,0.4,360,2.3,5050000
542,26.2,0.41,360,2.3,2484600
543,26.7,0.43,360,2.3,2525000
544,26.7,0.38,360,2.3,1858400
545,25.6,0.38,360,2.3,929200
546,24.7,0.4,360,2.3,484800
547,23.7,0.41,360,2.3,101000
548,23.5,0.38,360,2.3,0
549,22.4,0.38,360,2.3,0
550,18,0.57,360,2.3,0
551,17,0.58,360,2.3,0
552,12.9,0.72,360,3.7,0
553,11.5,0.75,360,3.7,0
554,10.4,0.79,360,3.7,0
555,9.4,0.79,360,3.7,0
556,11.3,0.76,360,3.7,303000
557,12.8,0.71,360,3.7,1393800
558,15.6,0.54,360,3.7,2706800
559,17,0.48,360,3.7,4060200
560,18.2,0.45,360,3.7,5130800
561,19.1,0.41,360,3.7,5736800
562,19.9,0.41,360,3.7,6403400
563,21,0.38,360,3.7,7090200
564,22.3,0.35,360,3.7,7150800
565,21.9,0.35,360,3.7,5858000
566,21.8,0.4,360,3.7,4019800
567,21.8,0.39,360,3.7,3595600
568,21.8,0.42,360,3.7,2403800
569,20.8,0.48,360,3.7,1959400
570,19.9,0.49,360,3.7,888800
571,18.6,0.54,360,3.7,20200
572,16.1,0.65,360,3.7,0
573,15.4,0.69,360,3.7,0
574,16,0.63,360,3.7,0
575,15.2,0.64,360,3.7,0
576,12.8,0.74,360,3.9,0
577,11.6,0.81,360,3.9,0
578,11.5,0.85,360,3.9,0
579,11.3,0.84,360,3.9,0
580,11.2,0.88,360,3.9,222200
581,13.7,0.79,360,3.9,1010000
582,16.1,0.64,360,3.9,2100800
583,17.5,0.58,360,3.9,3959200
584,19.1,0.57,360,3.9,5050000
585,19.7,0.54,360,3.9,6181200
586,21.1,0.5,360,3.9,6847800
587,22,0.49,360,3.9,6767000
588,21.9,0.47,360,3.9,5979200
589,23.3,0.43,360,3.9,6363000
590,23.8,0.43,360,3.9,5555000
591,23.6,0.44,360,3.9,3898600
592,23.1,0.46,360,3.9,2242200
593,22.6,0.48,360,3.9,1919000
594,21.5,0.52,360,3.9,828200
595,18.7,0.62,360,3.9,80800
596,18.3,0.62,360,3.9,0
597,17.4,0.64,360,3.9,0
598,16.7,0.66,360,3.9,0
599,13.3,0.76,360,3.9,0
600,10.4,0.91,360,2.1,0
601,9.6,0.94,360,2.1,0
602,9.5,0.95,360,2.1,0
603,8.9,0.95,360,2.1,0
604,10.3,0.93,360,2.1,262600
605,12.9,0.85,360,2.1,1252400
606,15.2,0.76,360,2.1,2504800
607,18.4,0.61,360,2.1,3676400
608,19.6,0.58,360,2.1,4807600
609,21.2,0.6,360,2.1,5696400
610,22.3,0.53,360,2.1,6322600
611,22.9,0.52,360,2.1,6403400
612,23.6,0.5,360,2.1,6706400
613,24.1,0.53,360,2.1,6221600
614,23.9,0.49,360,2.1,5595400
615,24.1,0.5,360,2.1,4504600
616,23.6,0.51,360,2.1,3413800
617,22.9,0.5,360,2.1,2161400
618,21.2,0.6,360,2.1,909000
619,18.8,0.68,360,2.1,80800
620,16.7,0.74,360,2.1,0
621,14.9,0.83,360,2.1,0
622,14.6,0.84,360,2.1,0
623,13.7,0.86,360,2.1,0
624,18.1,0.92,360,2.5,0
625,17.4,0.94,360,2.5,0
626,16.8,0.95,360,2.5,0
627,17.1,0.94,360,2.5,0
628,17.1,0.95,360,2.5,101000
629,18.4,0.91,360,2.5,383800
630,20.1,0.84,360,2.5,1838200
631,20.7,0.81,360,2.5,2424000
632,22.8,0.74,360,2.5,3959200
633,23.1,0.64,360,2.5,3494600
634,23.6,0.64,360,2.5,2464400
635,24.1,0.59,360,2.5,1919000
636,24.7,0.6,360,2.5,2565400
637,23.3,0.62,360,2.5,2323000
638,21.5,0.68,360,2.5,909000
639,22.2,0.62,360,2.5,1171600
640,21.5,0.65,360,2.5,1252400
641,21.6,0.6,360,2.5,1090800
642,20.4,0.65,360,2.5,767600
643,19.4,0.67,360,2.5,161600
644,18.7,0.71,360,2.5,0
645,19.2,0.68,360,2.5,0
646,18.1,0.76,360,2.5,0
647,17.7,0.78,360,2.5,0
648,15.9,0.62,360,3,0
649,12.3,0.79,360,3,0
650,12.1,0.81,360,3,0
651,12.7,0.77,360,3,0
652,12.5,0.8,360,3,202000
653,15.1,0.7,360,3,1151400
654,18.3,0.59,360,3,2222000
655,19.9,0.53,360,3,3656200
656,21.5,0.49,360,3,4848000
657,22,0.5,360,3,4464200
658,21.6,0.53,360,3,2302800
659,21.8,0.53,360,3,1070600
660,20.8,0.58,360,3,1050400
661,22.7,0.48,360,3,1939200
662,22.5,0.48,360,3,2323000
663,22.7,0.48,360,3,1313000
664,21.8,0.55,360,3,828200
665,21.9,0.51,360,3,565600
666,20.5,0.54,360,3,545400
667,19.7,0.57,360,3,0
668,17.8,0.69,360,3,0
669,17.1,0.7,360,3,0
670,15.4,0.77,360,3,0
671,15.3,0.79,360,3,0
672,12.8,0.79,360,1.6,0
673,12.1,0.86,360,1.6,0
674,12.1,0.73,360,1.6,0
675,10.7,0.79,360,1.6,0
676,11.7,0.71,360,1.6,202000
677,13.1,0.61,360,1.6,1191800
678,13,0.7,360,1.6,929200
679,13.6,0.61,360,1.6,1131200
680,13.9,0.61,360,1.6,1030200
681,13.3,0.78,360,1.6,1333200
682,14.1,0.68,360,1.6,1696800
683,14.9,0.6,360,1.6,4060200
684,16.1,0.55,360,1.6,3191600
685,16.3,0.56,360,1.6,1474600
686,16.6,0.52,360,1.6,2504800
687,16.2,0.53,360,1.6,1212000
688,16.5,0.51,360,1.6,1353400
689,17.2,0.44,360,1.6,1676600
690,15.8,0.53,360,1.6,1171600
691,14.7,0.6,360,1.6,141400
692,11.6,0.74,360,1.6,0
693,9.6,0.82,360,1.6,0
694,8.8,0.83,360,1.6,0
695,13.2,0.75,360,1.6,0
696,13.3,0.91,360,1.4,0
697,12.6,0.93,360,1.4,0
698,11.8,0.91,360,1.4,0
699,11.8,0.92,360,1.4,0
700,12.5,0.92,360,1.4,323200
701,15.2,0.85,360,1.4,1090800
702,17.7,0.76,360,1.4,2484600
703,20.3,0.63,360,1.4,3757200
704,22.5,0.57,360,1.4,4908600
705,23.6,0.57,360,1.4,5858000
706,24.6,0.53,360,1.4,6504400
707,25.4,0.49,360,1.4,6827600
708,26.2,0.51,360,1.4,6221600
709,26.7,0.44,360,1.4,6080200
710,27.1,0.47,360,1.4,5454000
711,26.7,0.5,360,1.4,4403600
712,26,0.54,360,1.4,3312800
713,25.4,0.57,360,1.4,2020000
714,23.8,0.63,360,1.4,868600
715,22.3,0.68,360,1.4,40400
716,21.4,0.68,360,1.4,0
717,19,0.78,360,1.4,0
718,17.8,0.83,360,1.4,0
719,16.8,0.87,360,1.4,0
720,15.3,0.85,360,1.2,0
721,15.1,0.85,360,1.2,0
722,13.6,0.9,360,1.2,0
723,13.3,0.9,360,1.2,0
724,14.5,0.89,360,1.2,202000
725,17.6,0.78,360,1.2,1050400
726,19.8,0.69,360,1.2,2302800
727,21.7,0.67,360,1.2,3535000
728,22.9,0.67,360,1.2,4726800
729,24.2,0.63,360,1.2,5676200
730,25.3,0.54,360,1.2,6383200
731,26.3,0.55,360,1.2,6746800
732,26.9,0.52,360,1.2,6706400
733,27.3,0.57,360,1.2,6342800
734,27.5,0.55,360,1.2,4383400
735,26.8,0.59,360,1.2,4383400
736,25.9,0.6,360,1.2,1454400
737,25.5,0.61,360,1.2,888800
738,24.9,0.62,360,1.2,404000
739,23.5,0.68,360,1.2,121200
740,22.3,0.72,360,1.2,0
741,20.9,0.81,360,1.2,0
742,21.9,0.74,360,1.2,0
743,20.5,0.79,360,1.2,0
744,17,0.88,360,1.7,0
