t,plant,axis,organ,mstruct,Nstruct,age_from_flowering,amino_acids,cytokinins,nitrates,proteins,starch,structure,sucrose,C_exudation,HATS_LATS,N_exudation,RGR_Structure,R_Nnit_red,R_Nnit_upt,Respi_growth,R_grain_growth_starch,R_grain_growth_struct,R_residual,regul_transpiration,sum_respi,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,S_Amino_Acids,S_cytokinins,S_grain_starch,S_grain_structure,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,Total_Organic_Nitrogen
20,1,MS,phloem,NA,NA,NA,69.010794884418914,NA,NA,NA,NA,NA,442.21937584924694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1,MS,roots,0.15079676,0.0045159349999999996,NA,11.600631920468473,0.021398044752985075,13.673227390262253,NA,NA,NA,38.252895774810618,38.252895774810618,47.355116340264843,11.600631920468473,NA,0.43721460380500154,0.67269312134357717,NA,NA,NA,0.65434674719037111,0.74254219026866952,1.7642544723389499,1.8606150651006654,0.036550613571864829,0.011440044733210955,1.464324939522391,7.0053155951268271e-08,NA,NA,NA,10.807336109316758,69.253128251303835,1.6944411116966678,334.16741763475414
24,1,MS,phloem,NA,NA,NA,68.027173268959984,NA,NA,NA,NA,NA,460.72828745313791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,MS,roots,0.15109033599999999,0.0045218070000000001,NA,11.343957203475876,0.0077764365197450615,15.162936601522643,NA,NA,NA,40.307836043643618,40.307836043643618,46.473381906568342,11.343957203475874,NA,0.452308595395091,0.69214742875243929,NA,NA,NA,0.68024880950019595,0.13870163395378929,1.8247048336477263,0.33985988631877578,0.0075712466958080668,0.00077659520517112221,1.5119344531934542,1.2121746677077382e-07,NA,NA,NA,10.36727284121902,70.21452799176835,1.7434444049179831,334.33017148919015
28,1,MS,phloem,NA,NA,NA,66.963299010050761,NA,NA,NA,NA,NA,466.61371011115904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1,MS,roots,0.15141278699999999,0.0045282559999999996,NA,11.17708256766038,0.0059230156032937849,16.687771314647243,NA,NA,NA,42.093065835620472,42.093065835620472,45.597628543641484,11.17708256766038,NA,0.46510797795270659,0.7058152374451897,NA,NA,NA,0.70521003870238808,0.099525154894868822,1.8761332541002844,0.24027858874493369,0.0059790708897854957,0.00042443211266102805,1.5514080667971171,1.9050610791185208e-07,NA,NA,NA,10.112887309577932,70.468628894014813,1.777872134622644,334.62393971051745
32,1,MS,phloem,NA,NA,NA,65.853767027643613,NA,NA,NA,NA,NA,467.94212765968035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1,MS,roots,0.15174368400000002,0.0045348740000000004,NA,10.988825044152106,0.0053053264337645806,18.2328549648884,NA,NA,NA,43.589775748670753,43.589775748670753,44.730499683198872,10.988825044152106,NA,0.4756922058524326,0.71390393001462327,NA,NA,NA,0.72590887715688424,0.10989026678449193,1.9155050130239402,0.26083402180199594,0.0072130078668043223,0.00041976269077334901,1.5832526434138761,2.7403434440930131e-07,NA,NA,NA,9.9182793561519418,70.477072977352734,1.7982466750998065,334.90839647272355
36,1,MS,phloem,NA,NA,NA,65.031485394418965,NA,NA,NA,NA,NA,485.27497906151336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1,MS,roots,0.152066438,0.0045413290000000002,NA,9.5357950459990679,0.0014180248849228784,19.744985717686649,NA,NA,NA,44.879736612356965,44.879736612356965,43.899013228407767,9.5357950459990679,NA,0.48467330187079405,0.71851672775206687,NA,NA,NA,0.74342127252278023,0.7359654149236099,1.946611302145641,1.5158913172535249,0.052313855782960821,0.00075140443641907471,1.6097207188764455,3.7063513364391774e-07,NA,NA,NA,9.554726809971406,71.298845851755303,1.8098658129774983,333.91643790314197
40,1,MS,phloem,NA,NA,NA,64.571326619972837,NA,NA,NA,NA,NA,529.52096683175353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,MS,roots,0.15240585100000001,0.004548117,NA,8.2763414445219663,0.00028700813662934759,21.253299822367968,NA,NA,NA,46.167137363518165,46.167137363518165,43.093192070133625,8.2763414445219663,NA,0.49339563547346849,0.72263371548329047,NA,NA,NA,0.75783668302395457,0.81588984347980142,1.9738660339807135,1.4585579119633869,0.062425265275803929,0.00016860025704380245,1.6350403429431992,4.9480727484878941e-07,NA,NA,NA,8.9404320427765374,73.316539507495293,1.8202360591518651,333.14184144452196
44,1,MS,phloem,NA,NA,NA,64.289637284993759,NA,NA,NA,NA,NA,579.99576970755243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1,MS,roots,0.15277434400000001,0.0045554870000000004,NA,7.3509042773272082,0.00055087297042370113,22.766978616830063,NA,NA,NA,47.545473238362668,47.545473238362668,42.311537788711973,7.3509042773272082,NA,0.50243402197354292,0.72754483225947808,NA,NA,NA,0.77362177505074703,0.78303925722950474,2.0036006292837678,1.2433060710612334,0.064178776891737468,0.00031057571634363778,1.6609762471131568,6.6519991510797522e-07,NA,NA,NA,8.3526626908758743,75.354430839710091,1.8326066303765189,332.74283284875582
48,1,MS,phloem,NA,NA,NA,63.843064743869533,NA,NA,NA,NA,NA,606.78708814348659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,MS,roots,0.15317045199999998,0.004563409,NA,7.3245292093084879,0.0031784867612343463,24.327631651001109,NA,NA,NA,48.905641680286593,48.905641680286593,41.528963807012779,7.3245292093084888,NA,0.51119467255775075,0.73124777186099399,NA,NA,NA,0.78962170725034775,0.2571665337950127,2.0320641516690925,0.4068627383026488,0.022522509745667271,0.0005885283046319805,1.6855674458309986,8.8059350006734962e-07,NA,NA,NA,8.0278878018054129,76.299887587521795,1.8419339341586749,333.28231492359419
