t,plant,axis,phytomer,organ,element,green_area
377.0,1.0,MS,2,Internode,enclosed,0.0004
377.0,1.0,MS,2,Lamina,exposed,0.0034
377.0,1.0,MS,2,Sheath,exposed,0.0005
377.0,1.0,MS,3,Internode,enclosed,0.00025
377.0,1.0,MS,3,Lamina,exposed,0.00228
377.0,1.0,MS,3,Sheath,exposed,0.0003232
377.0,1.0,MS,4,Peduncle,exposed,0.000810959
377.0,1.0,MS,4,Peduncle,enclosed,0.00159
377.0,1.0,MS,5,Chaff,exposed,0.000494005333333
378.0,1.0,MS,1,Internode,exposed,0.000371
378.0,1.0,MS,1,Internode,enclosed,0.001129
378.0,1.0,MS,1,Lamina,exposed,0.00346
378.0,1.0,MS,1,Sheath,exposed,0.0006
378.0,1.0,MS,2,Internode,enclosed,0.0004
378.0,1.0,MS,2,Lamina,exposed,0.0034
378.0,1.0,MS,2,Sheath,exposed,0.0005
378.0,1.0,MS,3,Internode,enclosed,0.00025
378.0,1.0,MS,3,Lamina,exposed,0.00228
378.0,1.0,MS,3,Sheath,exposed,0.0003232
378.0,1.0,MS,4,Peduncle,exposed,0.000810959
378.0,1.0,MS,4,Peduncle,enclosed,0.00159
378.0,1.0,MS,5,Chaff,exposed,0.000492721
379.0,1.0,MS,1,Internode,exposed,0.000371
379.0,1.0,MS,1,Internode,enclosed,0.001129
379.0,1.0,MS,1,Lamina,exposed,0.00346
379.0,1.0,MS,1,Sheath,exposed,0.0006
379.0,1.0,MS,2,Internode,enclosed,0.0004
379.0,1.0,MS,2,Lamina,exposed,0.0034
379.0,1.0,MS,2,Sheath,exposed,0.0005
379.0,1.0,MS,3,Internode,enclosed,0.00025
379.0,1.0,MS,3,Lamina,exposed,0.00228
379.0,1.0,MS,3,Sheath,exposed,0.0003232
379.0,1.0,MS,4,Peduncle,exposed,0.000810959
379.0,1.0,MS,4,Peduncle,enclosed,0.00159
379.0,1.0,MS,5,Chaff,exposed,0.000491436666667
380.0,1.0,MS,1,Internode,exposed,0.000371
380.0,1.0,MS,1,Internode,enclosed,0.001129
380.0,1.0,MS,1,Lamina,exposed,0.00346
380.0,1.0,MS,1,Sheath,exposed,0.0006
380.0,1.0,MS,2,Internode,enclosed,0.0004
380.0,1.0,MS,2,Lamina,exposed,0.0034
380.0,1.0,MS,2,Sheath,exposed,0.0005
380.0,1.0,MS,3,Internode,enclosed,0.00025
380.0,1.0,MS,3,Lamina,exposed,0.00228
380.0,1.0,MS,3,Sheath,exposed,0.0003232
380.0,1.0,MS,4,Peduncle,exposed,0.000810959
380.0,1.0,MS,4,Peduncle,enclosed,0.00159
380.0,1.0,MS,5,Chaff,exposed,0.000490152333333
381.0,1.0,MS,1,Internode,exposed,0.000371
381.0,1.0,MS,1,Internode,enclosed,0.001129
381.0,1.0,MS,1,Lamina,exposed,0.00346
381.0,1.0,MS,1,Sheath,exposed,0.0006
381.0,1.0,MS,2,Internode,enclosed,0.0004
381.0,1.0,MS,2,Lamina,exposed,0.0034
381.0,1.0,MS,2,Sheath,exposed,0.0005
381.0,1.0,MS,3,Internode,enclosed,0.00025
381.0,1.0,MS,3,Lamina,exposed,0.00228
381.0,1.0,MS,3,Sheath,exposed,0.0003232
381.0,1.0,MS,4,Peduncle,exposed,0.000810959
381.0,1.0,MS,4,Peduncle,enclosed,0.00159
381.0,1.0,MS,5,Chaff,exposed,0.000488868
382.0,1.0,MS,1,Internode,exposed,0.000371
382.0,1.0,MS,1,Internode,enclosed,0.001129
382.0,1.0,MS,1,Lamina,exposed,0.00346
382.0,1.0,MS,1,Sheath,exposed,0.0006
382.0,1.0,MS,2,Internode,enclosed,0.0004
382.0,1.0,MS,2,Lamina,exposed,0.0034
382.0,1.0,MS,2,Sheath,exposed,0.0005
382.0,1.0,MS,3,Internode,enclosed,0.00025
382.0,1.0,MS,3,Lamina,exposed,0.00228
382.0,1.0,MS,3,Sheath,exposed,0.0003232
382.0,1.0,MS,4,Peduncle,exposed,0.000810959
382.0,1.0,MS,4,Peduncle,enclosed,0.00159
382.0,1.0,MS,5,Chaff,exposed,0.0004876025
383.0,1.0,MS,1,Internode,exposed,0.000371
383.0,1.0,MS,1,Internode,enclosed,0.001129
383.0,1.0,MS,1,Lamina,exposed,0.00346
383.0,1.0,MS,1,Sheath,exposed,0.0006
383.0,1.0,MS,2,Internode,enclosed,0.0004
383.0,1.0,MS,2,Lamina,exposed,0.0034
383.0,1.0,MS,2,Sheath,exposed,0.0005
383.0,1.0,MS,3,Internode,enclosed,0.00025
383.0,1.0,MS,3,Lamina,exposed,0.00228
383.0,1.0,MS,3,Sheath,exposed,0.0003232
383.0,1.0,MS,4,Peduncle,exposed,0.000810959
383.0,1.0,MS,4,Peduncle,enclosed,0.00159
383.0,1.0,MS,5,Chaff,exposed,0.000486337
384.0,1.0,MS,1,Internode,exposed,0.000371
384.0,1.0,MS,1,Internode,enclosed,0.001129
384.0,1.0,MS,1,Lamina,exposed,0.00346
384.0,1.0,MS,1,Sheath,exposed,0.0006
384.0,1.0,MS,2,Internode,enclosed,0.0004
384.0,1.0,MS,2,Lamina,exposed,0.0034
384.0,1.0,MS,2,Sheath,exposed,0.0005
384.0,1.0,MS,3,Internode,enclosed,0.00025
384.0,1.0,MS,3,Lamina,exposed,0.00228
384.0,1.0,MS,3,Sheath,exposed,0.0003232
384.0,1.0,MS,4,Peduncle,exposed,0.000810959
384.0,1.0,MS,4,Peduncle,enclosed,0.00159
384.0,1.0,MS,5,Chaff,exposed,0.0004850715
385.0,1.0,MS,1,Internode,exposed,0.000371
385.0,1.0,MS,1,Internode,enclosed,0.001129
385.0,1.0,MS,1,Lamina,exposed,0.00346
385.0,1.0,MS,1,Sheath,exposed,0.0006
385.0,1.0,MS,2,Internode,enclosed,0.0004
385.0,1.0,MS,2,Lamina,exposed,0.0034
385.0,1.0,MS,2,Sheath,exposed,0.0005
385.0,1.0,MS,3,Internode,enclosed,0.00025
385.0,1.0,MS,3,Lamina,exposed,0.00228
385.0,1.0,MS,3,Sheath,exposed,0.0003232
385.0,1.0,MS,4,Peduncle,exposed,0.000810959
385.0,1.0,MS,4,Peduncle,enclosed,0.00159
385.0,1.0,MS,5,Chaff,exposed,0.000483806
386.0,1.0,MS,1,Internode,exposed,0.000371
386.0,1.0,MS,1,Internode,enclosed,0.001129
386.0,1.0,MS,1,Lamina,exposed,0.00346
386.0,1.0,MS,1,Sheath,exposed,0.0006
386.0,1.0,MS,2,Internode,enclosed,0.0004
386.0,1.0,MS,2,Lamina,exposed,0.0034
386.0,1.0,MS,2,Sheath,exposed,0.0005
386.0,1.0,MS,3,Internode,enclosed,0.00025
386.0,1.0,MS,3,Lamina,exposed,0.00228
386.0,1.0,MS,3,Sheath,exposed,0.0003232
386.0,1.0,MS,4,Peduncle,exposed,0.000810959
386.0,1.0,MS,4,Peduncle,enclosed,0.00159
386.0,1.0,MS,5,Chaff,exposed,0.0004825405
387.0,1.0,MS,1,Internode,exposed,0.000371
387.0,1.0,MS,1,Internode,enclosed,0.001129
387.0,1.0,MS,1,Lamina,exposed,0.00346
387.0,1.0,MS,1,Sheath,exposed,0.0006
387.0,1.0,MS,2,Internode,enclosed,0.0004
387.0,1.0,MS,2,Lamina,exposed,0.0034
387.0,1.0,MS,2,Sheath,exposed,0.0005
387.0,1.0,MS,3,Internode,enclosed,0.00025
387.0,1.0,MS,3,Lamina,exposed,0.00228
387.0,1.0,MS,3,Sheath,exposed,0.0003232
387.0,1.0,MS,4,Peduncle,exposed,0.000810959
387.0,1.0,MS,4,Peduncle,enclosed,0.00159
387.0,1.0,MS,5,Chaff,exposed,0.000481275
388.0,1.0,MS,1,Internode,exposed,0.000371
388.0,1.0,MS,1,Internode,enclosed,0.001129
388.0,1.0,MS,1,Lamina,exposed,0.00346
388.0,1.0,MS,1,Sheath,exposed,0.0006
388.0,1.0,MS,2,Internode,enclosed,0.0004
388.0,1.0,MS,2,Lamina,exposed,0.0034
388.0,1.0,MS,2,Sheath,exposed,0.0005
388.0,1.0,MS,3,Internode,enclosed,0.00025
388.0,1.0,MS,3,Lamina,exposed,0.00228
388.0,1.0,MS,3,Sheath,exposed,0.0003232
388.0,1.0,MS,4,Peduncle,exposed,0.000810959
388.0,1.0,MS,4,Peduncle,enclosed,0.00159
388.0,1.0,MS,5,Chaff,exposed,0.000480028166667
389.0,1.0,MS,1,Internode,exposed,0.000371
389.0,1.0,MS,1,Internode,enclosed,0.001129
389.0,1.0,MS,1,Lamina,exposed,0.00346
389.0,1.0,MS,1,Sheath,exposed,0.0006
389.0,1.0,MS,2,Internode,enclosed,0.0004
389.0,1.0,MS,2,Lamina,exposed,0.0034
389.0,1.0,MS,2,Sheath,exposed,0.0005
389.0,1.0,MS,3,Internode,enclosed,0.00025
389.0,1.0,MS,3,Lamina,exposed,0.00228
389.0,1.0,MS,3,Sheath,exposed,0.0003232
389.0,1.0,MS,4,Peduncle,exposed,0.000810959
389.0,1.0,MS,4,Peduncle,enclosed,0.00159
389.0,1.0,MS,5,Chaff,exposed,0.000478781333333
390.0,1.0,MS,1,Internode,exposed,0.000371
390.0,1.0,MS,1,Internode,enclosed,0.001129
390.0,1.0,MS,1,Lamina,exposed,0.00346
390.0,1.0,MS,1,Sheath,exposed,0.0006
390.0,1.0,MS,2,Internode,enclosed,0.0004
390.0,1.0,MS,2,Lamina,exposed,0.0034
390.0,1.0,MS,2,Sheath,exposed,0.0005
390.0,1.0,MS,3,Internode,enclosed,0.00025
390.0,1.0,MS,3,Lamina,exposed,0.00228
390.0,1.0,MS,3,Sheath,exposed,0.0003232
390.0,1.0,MS,4,Peduncle,exposed,0.000810959
390.0,1.0,MS,4,Peduncle,enclosed,0.00159
390.0,1.0,MS,5,Chaff,exposed,0.0004775345
391.0,1.0,MS,1,Internode,exposed,0.000371
391.0,1.0,MS,1,Internode,enclosed,0.001129
391.0,1.0,MS,1,Lamina,exposed,0.00346
391.0,1.0,MS,1,Sheath,exposed,0.0006
391.0,1.0,MS,2,Internode,enclosed,0.0004
391.0,1.0,MS,2,Lamina,exposed,0.0034
391.0,1.0,MS,2,Sheath,exposed,0.0005
391.0,1.0,MS,3,Internode,enclosed,0.00025
391.0,1.0,MS,3,Lamina,exposed,0.00228
391.0,1.0,MS,3,Sheath,exposed,0.0003232
391.0,1.0,MS,4,Peduncle,exposed,0.000810959
391.0,1.0,MS,4,Peduncle,enclosed,0.00159
391.0,1.0,MS,5,Chaff,exposed,0.000476287666667
392.0,1.0,MS,1,Internode,exposed,0.000371
392.0,1.0,MS,1,Internode,enclosed,0.001129
392.0,1.0,MS,1,Lamina,exposed,0.00346
392.0,1.0,MS,1,Sheath,exposed,0.0006
392.0,1.0,MS,2,Internode,enclosed,0.0004
392.0,1.0,MS,2,Lamina,exposed,0.0034
392.0,1.0,MS,2,Sheath,exposed,0.0005
392.0,1.0,MS,3,Internode,enclosed,0.00025
392.0,1.0,MS,3,Lamina,exposed,0.00228
392.0,1.0,MS,3,Sheath,exposed,0.0003232
392.0,1.0,MS,4,Peduncle,exposed,0.000810959
392.0,1.0,MS,4,Peduncle,enclosed,0.00159
392.0,1.0,MS,5,Chaff,exposed,0.000475040833333
393.0,1.0,MS,1,Internode,exposed,0.000371
393.0,1.0,MS,1,Internode,enclosed,0.001129
393.0,1.0,MS,1,Lamina,exposed,0.00346
393.0,1.0,MS,1,Sheath,exposed,0.0006
393.0,1.0,MS,2,Internode,enclosed,0.0004
393.0,1.0,MS,2,Lamina,exposed,0.0034
393.0,1.0,MS,2,Sheath,exposed,0.0005
393.0,1.0,MS,3,Internode,enclosed,0.00025
393.0,1.0,MS,3,Lamina,exposed,0.00228
393.0,1.0,MS,3,Sheath,exposed,0.0003232
393.0,1.0,MS,4,Peduncle,exposed,0.000810959
393.0,1.0,MS,4,Peduncle,enclosed,0.00159
393.0,1.0,MS,5,Chaff,exposed,0.000473794
394.0,1.0,MS,1,Internode,exposed,0.000371
394.0,1.0,MS,1,Internode,enclosed,0.001129
394.0,1.0,MS,1,Lamina,exposed,0.00346
394.0,1.0,MS,1,Sheath,exposed,0.0006
394.0,1.0,MS,2,Internode,enclosed,0.0004
394.0,1.0,MS,2,Lamina,exposed,0.0034
394.0,1.0,MS,2,Sheath,exposed,0.0005
394.0,1.0,MS,3,Internode,enclosed,0.00025
394.0,1.0,MS,3,Lamina,exposed,0.00228
394.0,1.0,MS,3,Sheath,exposed,0.0003232
394.0,1.0,MS,4,Peduncle,exposed,0.000810959
394.0,1.0,MS,4,Peduncle,enclosed,0.00159
394.0,1.0,MS,5,Chaff,exposed,0.0004725655
395.0,1.0,MS,1,Internode,exposed,0.000371
395.0,1.0,MS,1,Internode,enclosed,0.001129
395.0,1.0,MS,1,Lamina,exposed,0.00346
395.0,1.0,MS,1,Sheath,exposed,0.0006
395.0,1.0,MS,2,Internode,enclosed,0.0004
395.0,1.0,MS,2,Lamina,exposed,0.0034
395.0,1.0,MS,2,Sheath,exposed,0.0005
395.0,1.0,MS,3,Internode,enclosed,0.00025
395.0,1.0,MS,3,Lamina,exposed,0.00228
395.0,1.0,MS,3,Sheath,exposed,0.0003232
395.0,1.0,MS,4,Peduncle,exposed,0.000810959
395.0,1.0,MS,4,Peduncle,enclosed,0.00159
395.0,1.0,MS,5,Chaff,exposed,0.000471337
396.0,1.0,MS,1,Internode,exposed,0.000371
396.0,1.0,MS,1,Internode,enclosed,0.001129
396.0,1.0,MS,1,Lamina,exposed,0.00346
396.0,1.0,MS,1,Sheath,exposed,0.0006
396.0,1.0,MS,2,Internode,enclosed,0.0004
396.0,1.0,MS,2,Lamina,exposed,0.0034
396.0,1.0,MS,2,Sheath,exposed,0.0005
396.0,1.0,MS,3,Internode,enclosed,0.00025
396.0,1.0,MS,3,Lamina,exposed,0.00228
396.0,1.0,MS,3,Sheath,exposed,0.0003232
396.0,1.0,MS,4,Peduncle,exposed,0.000810959
396.0,1.0,MS,4,Peduncle,enclosed,0.00159
396.0,1.0,MS,5,Chaff,exposed,0.0004701085
397.0,1.0,MS,1,Internode,exposed,0.000371
397.0,1.0,MS,1,Internode,enclosed,0.001129
397.0,1.0,MS,1,Lamina,exposed,0.00346
397.0,1.0,MS,1,Sheath,exposed,0.0006
397.0,1.0,MS,2,Internode,enclosed,0.0004
397.0,1.0,MS,2,Lamina,exposed,0.0034
397.0,1.0,MS,2,Sheath,exposed,0.0005
397.0,1.0,MS,3,Internode,enclosed,0.00025
397.0,1.0,MS,3,Lamina,exposed,0.00228
397.0,1.0,MS,3,Sheath,exposed,0.0003232
397.0,1.0,MS,4,Peduncle,exposed,0.000810959
397.0,1.0,MS,4,Peduncle,enclosed,0.00159
397.0,1.0,MS,5,Chaff,exposed,0.00046888
398.0,1.0,MS,1,Internode,exposed,0.000371
398.0,1.0,MS,1,Internode,enclosed,0.001129
398.0,1.0,MS,1,Lamina,exposed,0.00346
398.0,1.0,MS,1,Sheath,exposed,0.0006
398.0,1.0,MS,2,Internode,enclosed,0.0004
398.0,1.0,MS,2,Lamina,exposed,0.0034
398.0,1.0,MS,2,Sheath,exposed,0.0005
398.0,1.0,MS,3,Internode,enclosed,0.00025
398.0,1.0,MS,3,Lamina,exposed,0.00228
398.0,1.0,MS,3,Sheath,exposed,0.0003232
398.0,1.0,MS,4,Peduncle,exposed,0.000810959
398.0,1.0,MS,4,Peduncle,enclosed,0.00159
398.0,1.0,MS,5,Chaff,exposed,0.0004676515
399.0,1.0,MS,1,Internode,exposed,0.000371
399.0,1.0,MS,1,Internode,enclosed,0.001129
399.0,1.0,MS,1,Lamina,exposed,0.00346
399.0,1.0,MS,1,Sheath,exposed,0.0006
399.0,1.0,MS,2,Internode,enclosed,0.0004
399.0,1.0,MS,2,Lamina,exposed,0.0034
399.0,1.0,MS,2,Sheath,exposed,0.0005
399.0,1.0,MS,3,Internode,enclosed,0.00025
399.0,1.0,MS,3,Lamina,exposed,0.00228
399.0,1.0,MS,3,Sheath,exposed,0.0003232
399.0,1.0,MS,4,Peduncle,exposed,0.000810959
399.0,1.0,MS,4,Peduncle,enclosed,0.00159
399.0,1.0,MS,5,Chaff,exposed,0.000466423
400.0,1.0,MS,1,Internode,exposed,0.000371
400.0,1.0,MS,1,Internode,enclosed,0.001129
400.0,1.0,MS,1,Lamina,exposed,0.00346
400.0,1.0,MS,1,Sheath,exposed,0.0006
400.0,1.0,MS,2,Internode,enclosed,0.0004
400.0,1.0,MS,2,Lamina,exposed,0.0034
400.0,1.0,MS,2,Sheath,exposed,0.0005
400.0,1.0,MS,3,Internode,enclosed,0.00025
400.0,1.0,MS,3,Lamina,exposed,0.00228
400.0,1.0,MS,3,Sheath,exposed,0.0003232
400.0,1.0,MS,4,Peduncle,exposed,0.000810959
400.0,1.0,MS,4,Peduncle,enclosed,0.00159
400.0,1.0,MS,5,Chaff,exposed,0.000465342833333
401.0,1.0,MS,1,Internode,exposed,0.000371
401.0,1.0,MS,1,Internode,enclosed,0.001129
401.0,1.0,MS,1,Lamina,exposed,0.00346
401.0,1.0,MS,1,Sheath,exposed,0.0006
401.0,1.0,MS,2,Internode,enclosed,0.0004
401.0,1.0,MS,2,Lamina,exposed,0.0034
401.0,1.0,MS,2,Sheath,exposed,0.0005
401.0,1.0,MS,3,Internode,enclosed,0.00025
401.0,1.0,MS,3,Lamina,exposed,0.00228
401.0,1.0,MS,3,Sheath,exposed,0.0003232
401.0,1.0,MS,4,Peduncle,exposed,0.000810959
401.0,1.0,MS,4,Peduncle,enclosed,0.00159
401.0,1.0,MS,5,Chaff,exposed,0.000464262666667
402.0,1.0,MS,1,Internode,exposed,0.000371
402.0,1.0,MS,1,Internode,enclosed,0.001129
402.0,1.0,MS,1,Lamina,exposed,0.00346
402.0,1.0,MS,1,Sheath,exposed,0.0006
402.0,1.0,MS,2,Internode,enclosed,0.0004
402.0,1.0,MS,2,Lamina,exposed,0.0034
402.0,1.0,MS,2,Sheath,exposed,0.0005
402.0,1.0,MS,3,Internode,enclosed,0.00025
402.0,1.0,MS,3,Lamina,exposed,0.00228
402.0,1.0,MS,3,Sheath,exposed,0.0003232
402.0,1.0,MS,4,Peduncle,exposed,0.000810959
402.0,1.0,MS,4,Peduncle,enclosed,0.00159
402.0,1.0,MS,5,Chaff,exposed,0.0004631825
403.0,1.0,MS,1,Internode,exposed,0.000371
403.0,1.0,MS,1,Internode,enclosed,0.001129
403.0,1.0,MS,1,Lamina,exposed,0.00346
403.0,1.0,MS,1,Sheath,exposed,0.0006
403.0,1.0,MS,2,Internode,enclosed,0.0004
403.0,1.0,MS,2,Lamina,exposed,0.0034
403.0,1.0,MS,2,Sheath,exposed,0.0005
403.0,1.0,MS,3,Internode,enclosed,0.00025
403.0,1.0,MS,3,Lamina,exposed,0.00228
403.0,1.0,MS,3,Sheath,exposed,0.0003232
403.0,1.0,MS,4,Peduncle,exposed,0.000810959
403.0,1.0,MS,4,Peduncle,enclosed,0.00159
403.0,1.0,MS,5,Chaff,exposed,0.000462102333333
404.0,1.0,MS,1,Internode,exposed,0.000371
404.0,1.0,MS,1,Internode,enclosed,0.001129
404.0,1.0,MS,1,Lamina,exposed,0.00346
404.0,1.0,MS,1,Sheath,exposed,0.0006
404.0,1.0,MS,2,Internode,enclosed,0.0004
404.0,1.0,MS,2,Lamina,exposed,0.0034
404.0,1.0,MS,2,Sheath,exposed,0.0005
404.0,1.0,MS,3,Internode,enclosed,0.00025
404.0,1.0,MS,3,Lamina,exposed,0.00228
404.0,1.0,MS,3,Sheath,exposed,0.0003232
404.0,1.0,MS,4,Peduncle,exposed,0.000810959
404.0,1.0,MS,4,Peduncle,enclosed,0.00159
404.0,1.0,MS,5,Chaff,exposed,0.000461022166667
405.0,1.0,MS,1,Internode,exposed,0.000371
405.0,1.0,MS,1,Internode,enclosed,0.001129
405.0,1.0,MS,1,Lamina,exposed,0.00346
405.0,1.0,MS,1,Sheath,exposed,0.0006
405.0,1.0,MS,2,Internode,enclosed,0.0004
405.0,1.0,MS,2,Lamina,exposed,0.0034
405.0,1.0,MS,2,Sheath,exposed,0.0005
405.0,1.0,MS,3,Internode,enclosed,0.00025
405.0,1.0,MS,3,Lamina,exposed,0.00228
405.0,1.0,MS,3,Sheath,exposed,0.0003232
405.0,1.0,MS,4,Peduncle,exposed,0.000810959
405.0,1.0,MS,4,Peduncle,enclosed,0.00159
405.0,1.0,MS,5,Chaff,exposed,0.000459942
406.0,1.0,MS,1,Internode,exposed,0.000371
406.0,1.0,MS,1,Internode,enclosed,0.001129
406.0,1.0,MS,1,Lamina,exposed,0.00346
406.0,1.0,MS,1,Sheath,exposed,0.0006
406.0,1.0,MS,2,Internode,enclosed,0.0004
406.0,1.0,MS,2,Lamina,exposed,0.0034
406.0,1.0,MS,2,Sheath,exposed,0.0005
406.0,1.0,MS,3,Internode,enclosed,0.00025
406.0,1.0,MS,3,Lamina,exposed,0.002277918
406.0,1.0,MS,3,Sheath,exposed,0.0003232
406.0,1.0,MS,4,Peduncle,exposed,0.000810959
406.0,1.0,MS,4,Peduncle,enclosed,0.00159
406.0,1.0,MS,5,Chaff,exposed,0.000458661
407.0,1.0,MS,1,Internode,exposed,0.000371
407.0,1.0,MS,1,Internode,enclosed,0.001129
407.0,1.0,MS,1,Lamina,exposed,0.00346
407.0,1.0,MS,1,Sheath,exposed,0.0006
407.0,1.0,MS,2,Internode,enclosed,0.0004
407.0,1.0,MS,2,Lamina,exposed,0.0034
407.0,1.0,MS,2,Sheath,exposed,0.0005
407.0,1.0,MS,3,Internode,enclosed,0.00025
407.0,1.0,MS,3,Lamina,exposed,0.002275836
407.0,1.0,MS,3,Sheath,exposed,0.0003232
407.0,1.0,MS,4,Peduncle,exposed,0.000810959
407.0,1.0,MS,4,Peduncle,enclosed,0.00159
407.0,1.0,MS,5,Chaff,exposed,0.00045738
408.0,1.0,MS,1,Internode,exposed,0.000371
408.0,1.0,MS,1,Internode,enclosed,0.001129
408.0,1.0,MS,1,Lamina,exposed,0.00346
408.0,1.0,MS,1,Sheath,exposed,0.0006
408.0,1.0,MS,2,Internode,enclosed,0.0004
408.0,1.0,MS,2,Lamina,exposed,0.0034
408.0,1.0,MS,2,Sheath,exposed,0.0005
408.0,1.0,MS,3,Internode,enclosed,0.00025
408.0,1.0,MS,3,Lamina,exposed,0.002273754
408.0,1.0,MS,3,Sheath,exposed,0.0003232
408.0,1.0,MS,4,Peduncle,exposed,0.000810959
408.0,1.0,MS,4,Peduncle,enclosed,0.00159
408.0,1.0,MS,5,Chaff,exposed,0.000456099
409.0,1.0,MS,1,Internode,exposed,0.000371
409.0,1.0,MS,1,Internode,enclosed,0.001129
409.0,1.0,MS,1,Lamina,exposed,0.00346
409.0,1.0,MS,1,Sheath,exposed,0.0006
409.0,1.0,MS,2,Internode,enclosed,0.0004
409.0,1.0,MS,2,Lamina,exposed,0.0034
409.0,1.0,MS,2,Sheath,exposed,0.0005
409.0,1.0,MS,3,Internode,enclosed,0.00025
409.0,1.0,MS,3,Lamina,exposed,0.002271672
409.0,1.0,MS,3,Sheath,exposed,0.0003232
409.0,1.0,MS,4,Peduncle,exposed,0.000810959
409.0,1.0,MS,4,Peduncle,enclosed,0.00159
409.0,1.0,MS,5,Chaff,exposed,0.000454818
410.0,1.0,MS,1,Internode,exposed,0.000371
410.0,1.0,MS,1,Internode,enclosed,0.001129
410.0,1.0,MS,1,Lamina,exposed,0.00346
410.0,1.0,MS,1,Sheath,exposed,0.0006
410.0,1.0,MS,2,Internode,enclosed,0.0004
410.0,1.0,MS,2,Lamina,exposed,0.0034
410.0,1.0,MS,2,Sheath,exposed,0.0005
410.0,1.0,MS,3,Internode,enclosed,0.00025
410.0,1.0,MS,3,Lamina,exposed,0.00226959
410.0,1.0,MS,3,Sheath,exposed,0.0003232
410.0,1.0,MS,4,Peduncle,exposed,0.000810959
410.0,1.0,MS,4,Peduncle,enclosed,0.00159
410.0,1.0,MS,5,Chaff,exposed,0.000453537
411.0,1.0,MS,1,Internode,exposed,0.000371
411.0,1.0,MS,1,Internode,enclosed,0.001129
411.0,1.0,MS,1,Lamina,exposed,0.00346
411.0,1.0,MS,1,Sheath,exposed,0.0006
411.0,1.0,MS,2,Internode,enclosed,0.0004
411.0,1.0,MS,2,Lamina,exposed,0.0034
411.0,1.0,MS,2,Sheath,exposed,0.0005
411.0,1.0,MS,3,Internode,enclosed,0.00025
411.0,1.0,MS,3,Lamina,exposed,0.002267452
411.0,1.0,MS,3,Sheath,exposed,0.0003232
411.0,1.0,MS,4,Peduncle,exposed,0.000810959
411.0,1.0,MS,4,Peduncle,enclosed,0.00159
411.0,1.0,MS,5,Chaff,exposed,0.000452271
412.0,1.0,MS,1,Internode,exposed,0.000371
412.0,1.0,MS,1,Internode,enclosed,0.001129
412.0,1.0,MS,1,Lamina,exposed,0.00346
412.0,1.0,MS,1,Sheath,exposed,0.0006
412.0,1.0,MS,2,Internode,enclosed,0.0004
412.0,1.0,MS,2,Lamina,exposed,0.0034
412.0,1.0,MS,2,Sheath,exposed,0.0005
412.0,1.0,MS,3,Internode,enclosed,0.00025
412.0,1.0,MS,3,Lamina,exposed,0.002265314
412.0,1.0,MS,3,Sheath,exposed,0.0003232
412.0,1.0,MS,4,Peduncle,exposed,0.000810959
412.0,1.0,MS,4,Peduncle,enclosed,0.00159
412.0,1.0,MS,5,Chaff,exposed,0.000451005
413.0,1.0,MS,1,Internode,exposed,0.000371
413.0,1.0,MS,1,Internode,enclosed,0.001129
413.0,1.0,MS,1,Lamina,exposed,0.00346
413.0,1.0,MS,1,Sheath,exposed,0.0006
413.0,1.0,MS,2,Internode,enclosed,0.0004
413.0,1.0,MS,2,Lamina,exposed,0.0034
413.0,1.0,MS,2,Sheath,exposed,0.0005
413.0,1.0,MS,3,Internode,enclosed,0.00025
413.0,1.0,MS,3,Lamina,exposed,0.002263176
413.0,1.0,MS,3,Sheath,exposed,0.0003232
413.0,1.0,MS,4,Peduncle,exposed,0.000810959
413.0,1.0,MS,4,Peduncle,enclosed,0.00159
413.0,1.0,MS,5,Chaff,exposed,0.000449739
414.0,1.0,MS,1,Internode,exposed,0.000371
414.0,1.0,MS,1,Internode,enclosed,0.001129
414.0,1.0,MS,1,Lamina,exposed,0.00346
414.0,1.0,MS,1,Sheath,exposed,0.0006
414.0,1.0,MS,2,Internode,enclosed,0.0004
414.0,1.0,MS,2,Lamina,exposed,0.0034
414.0,1.0,MS,2,Sheath,exposed,0.0005
414.0,1.0,MS,3,Internode,enclosed,0.00025
414.0,1.0,MS,3,Lamina,exposed,0.002261038
414.0,1.0,MS,3,Sheath,exposed,0.0003232
414.0,1.0,MS,4,Peduncle,exposed,0.000810959
414.0,1.0,MS,4,Peduncle,enclosed,0.00159
414.0,1.0,MS,5,Chaff,exposed,0.000448473
415.0,1.0,MS,1,Internode,exposed,0.000371
415.0,1.0,MS,1,Internode,enclosed,0.001129
415.0,1.0,MS,1,Lamina,exposed,0.00346
415.0,1.0,MS,1,Sheath,exposed,0.0006
415.0,1.0,MS,2,Internode,enclosed,0.0004
415.0,1.0,MS,2,Lamina,exposed,0.0034
415.0,1.0,MS,2,Sheath,exposed,0.0005
415.0,1.0,MS,3,Internode,enclosed,0.00025
415.0,1.0,MS,3,Lamina,exposed,0.0022589
415.0,1.0,MS,3,Sheath,exposed,0.0003232
415.0,1.0,MS,4,Peduncle,exposed,0.000810959
415.0,1.0,MS,4,Peduncle,enclosed,0.00159
415.0,1.0,MS,5,Chaff,exposed,0.000447207
416.0,1.0,MS,1,Internode,exposed,0.000371
416.0,1.0,MS,1,Internode,enclosed,0.001129
416.0,1.0,MS,1,Lamina,exposed,0.00346
416.0,1.0,MS,1,Sheath,exposed,0.0006
416.0,1.0,MS,2,Internode,enclosed,0.0004
416.0,1.0,MS,2,Lamina,exposed,0.0034
