t,air_temperature,humidity,ambient_CO2,Wind,PARi
211,12.9,0.98,360,0.766,0
212,12.8,0.97,360,1.165,0
213,12.5,1,360,1.163,0
214,12.6,0.99,360,0.973,0
215,12.7,0.99,360,1.023,0
216,15.2,0.79,360,3.318,0
217,13.5,0.87,360,1.209,0
218,11.9,0.91,360,0.615,0
219,12.8,0.91,360,0.77,0
220,13.2,0.94,360,0.819,161600
221,15.8,0.81,360,1.018,565600
222,17.7,0.73,360,1.255,1454400
223,18.9,0.69,360,2.148,2626000
224,17.7,0.73,360,3.044,1373600
225,18.8,0.68,360,3.171,2262400
226,15.9,0.85,360,2.638,767600
227,15.7,0.88,360,4.193,1252400
228,16,0.89,360,3.542,1575600
229,16.4,0.87,360,2.301,1818000
230,14.2,0.92,360,1.88,525200
231,12.9,0.93,360,3.028,323200
232,13.1,0.94,360,2.85,363600
233,13.7,0.91,360,1.391,525200
234,13.1,0.97,360,0.457,161600
235,12.9,0.98,360,0.766,0
236,12.8,0.97,360,1.165,0
237,12.5,1,360,1.163,0
238,12.6,0.99,360,0.973,0
239,12.7,0.99,360,1.023,0
240,15.2,0.79,360,3.318,0
241,13.5,0.87,360,1.209,0
242,11.9,0.91,360,0.615,0
243,12.8,0.91,360,0.77,0
244,13.2,0.94,360,0.819,161600
245,15.8,0.81,360,1.018,565600
246,17.7,0.73,360,1.255,1454400
247,18.9,0.69,360,2.148,2626000
248,17.7,0.73,360,3.044,1373600
249,18.8,0.68,360,3.171,2262400
250,15.9,0.85,360,2.638,767600
251,15.7,0.88,360,4.193,1252400
252,16,0.89,360,3.542,1575600
253,16.4,0.87,360,2.301,1818000
254,14.2,0.92,360,1.88,525200
255,12.9,0.93,360,3.028,323200
256,13.1,0.94,360,2.85,363600
257,13.7,0.91,360,1.391,525200
258,13.1,0.97,360,0.457,161600
259,12.9,0.98,360,0.766,0
260,12.8,0.97,360,1.165,0
261,12.5,1,360,1.163,0
262,12.6,0.99,360,0.973,0
263,12.7,0.99,360,1.023,0
264,15.2,0.79,360,3.318,0
265,13.5,0.87,360,1.209,0
266,11.9,0.91,360,0.615,0
267,12.8,0.91,360,0.77,0
268,13.2,0.94,360,0.819,161600
269,15.8,0.81,360,1.018,565600
270,17.7,0.73,360,1.255,1454400
271,18.9,0.69,360,2.148,2626000
272,17.7,0.73,360,3.044,1373600
273,18.8,0.68,360,3.171,2262400
274,15.9,0.85,360,2.638,767600
275,15.7,0.88,360,4.193,1252400
276,16,0.89,360,3.542,1575600
277,16.4,0.87,360,2.301,1818000
278,14.2,0.92,360,1.88,525200
279,12.9,0.93,360,3.028,323200
280,13.1,0.94,360,2.85,363600
281,13.7,0.91,360,1.391,525200
282,13.1,0.97,360,0.457,161600
283,12.9,0.98,360,0.766,0
284,12.8,0.97,360,1.165,0
285,12.5,1,360,1.163,0
286,12.6,0.99,360,0.973,0
287,12.7,0.99,360,1.023,0
288,15.2,0.79,360,3.318,0
289,13.5,0.87,360,1.209,0
290,11.9,0.91,360,0.615,0
291,12.8,0.91,360,0.77,0
292,13.2,0.94,360,0.819,161600
293,15.8,0.81,360,1.018,565600
294,17.7,0.73,360,1.255,1454400
295,18.9,0.69,360,2.148,2626000
296,17.7,0.73,360,3.044,1373600
297,18.8,0.68,360,3.171,2262400
298,15.9,0.85,360,2.638,767600
299,15.7,0.88,360,4.193,1252400
300,16,0.89,360,3.542,1575600
301,16.4,0.87,360,2.301,1818000
302,14.2,0.92,360,1.88,525200
303,12.9,0.93,360,3.028,323200
304,13.1,0.94,360,2.85,363600
305,13.7,0.91,360,1.391,525200
306,13.1,0.97,360,0.457,161600
307,12.9,0.98,360,0.766,0
308,12.8,0.97,360,1.165,0
309,12.5,1,360,1.163,0
310,12.6,0.99,360,0.973,0
311,12.7,0.99,360,1.023,0
312,15.2,0.79,360,3.318,0
313,13.5,0.87,360,1.209,0
314,11.9,0.91,360,0.615,0
315,12.8,0.91,360,0.77,0
316,13.2,0.94,360,0.819,161600
317,15.8,0.81,360,1.018,565600
318,17.7,0.73,360,1.255,1454400
319,18.9,0.69,360,2.148,2626000
320,17.7,0.73,360,3.044,1373600
321,18.8,0.68,360,3.171,2262400
322,15.9,0.85,360,2.638,767600
323,15.7,0.88,360,4.193,1252400
324,16,0.89,360,3.542,1575600
325,16.4,0.87,360,2.301,1818000
326,14.2,0.92,360,1.88,525200
327,12.9,0.93,360,3.028,323200
328,13.1,0.94,360,2.85,363600
329,13.7,0.91,360,1.391,525200
330,13.1,0.97,360,0.457,161600
331,12.9,0.98,360,0.766,0
332,12.8,0.97,360,1.165,0
333,12.5,1,360,1.163,0
334,12.6,0.99,360,0.973,0
335,12.7,0.99,360,1.023,0
336,15.2,0.79,360,3.318,0
337,13.5,0.87,360,1.209,0
338,11.9,0.91,360,0.615,0
339,12.8,0.91,360,0.77,0
340,13.2,0.94,360,0.819,161600
341,15.8,0.81,360,1.018,565600
342,17.7,0.73,360,1.255,1454400
343,18.9,0.69,360,2.148,2626000
344,17.7,0.73,360,3.044,1373600
345,18.8,0.68,360,3.171,2262400
346,15.9,0.85,360,2.638,767600
347,15.7,0.88,360,4.193,1252400
348,16,0.89,360,3.542,1575600
349,16.4,0.87,360,2.301,1818000
350,14.2,0.92,360,1.88,525200
351,12.9,0.93,360,3.028,323200
352,13.1,0.94,360,2.85,363600
353,13.7,0.91,360,1.391,525200
354,13.1,0.97,360,0.457,161600
355,12.9,0.98,360,0.766,0
356,12.8,0.97,360,1.165,0
357,12.5,1,360,1.163,0
358,12.6,0.99,360,0.973,0
359,12.7,0.99,360,1.023,0
360,15.2,0.79,360,3.318,0
361,13.5,0.87,360,1.209,0
362,11.9,0.91,360,0.615,0
363,12.8,0.91,360,0.77,0
364,13.2,0.94,360,0.819,161600
365,15.8,0.81,360,1.018,565600
366,17.7,0.73,360,1.255,1454400
367,18.9,0.69,360,2.148,2626000
368,17.7,0.73,360,3.044,1373600
369,18.8,0.68,360,3.171,2262400
370,15.9,0.85,360,2.638,767600
371,15.7,0.88,360,4.193,1252400
372,16,0.89,360,3.542,1575600
373,16.4,0.87,360,2.301,1818000
374,14.2,0.92,360,1.88,525200
375,12.9,0.93,360,3.028,323200
376,13.1,0.94,360,2.85,363600
377,13.7,0.91,360,1.391,525200
378,13.1,0.97,360,0.457,161600
379,12.9,0.98,360,0.766,0
380,12.8,0.97,360,1.165,0
381,12.5,1,360,1.163,0
382,12.6,0.99,360,0.973,0
383,12.7,0.99,360,1.023,0
384,15.2,0.79,360,3.318,0
385,13.5,0.87,360,1.209,0
386,11.9,0.91,360,0.615,0
387,12.8,0.91,360,0.77,0
388,13.2,0.94,360,0.819,161600
389,15.8,0.81,360,1.018,565600
390,17.7,0.73,360,1.255,1454400
391,18.9,0.69,360,2.148,2626000
392,17.7,0.73,360,3.044,1373600
393,18.8,0.68,360,3.171,2262400
394,15.9,0.85,360,2.638,767600
395,15.7,0.88,360,4.193,1252400
396,16,0.89,360,3.542,1575600
397,16.4,0.87,360,2.301,1818000
398,14.2,0.92,360,1.88,525200
399,12.9,0.93,360,3.028,323200
400,13.1,0.94,360,2.85,363600
401,13.7,0.91,360,1.391,525200
402,13.1,0.97,360,0.457,161600
403,12.9,0.98,360,0.766,0
404,12.8,0.97,360,1.165,0
405,12.5,1,360,1.163,0
406,12.6,0.99,360,0.973,0
407,12.7,0.99,360,1.023,0
408,15.2,0.79,360,3.318,0
409,13.5,0.87,360,1.209,0
410,11.9,0.91,360,0.615,0
411,12.8,0.91,360,0.77,0
412,13.2,0.94,360,0.819,161600
413,15.8,0.81,360,1.018,565600
414,17.7,0.73,360,1.255,1454400
415,18.9,0.69,360,2.148,2626000
416,17.7,0.73,360,3.044,1373600
417,18.8,0.68,360,3.171,2262400
418,15.9,0.85,360,2.638,767600
419,15.7,0.88,360,4.193,1252400
420,16,0.89,360,3.542,1575600
421,16.4,0.87,360,2.301,1818000
422,14.2,0.92,360,1.88,525200
423,12.9,0.93,360,3.028,323200
424,13.1,0.94,360,2.85,363600
425,13.7,0.91,360,1.391,525200
426,13.1,0.97,360,0.457,161600
427,12.9,0.98,360,0.766,0
428,12.8,0.97,360,1.165,0
429,12.5,1,360,1.163,0
430,12.6,0.99,360,0.973,0
431,12.7,0.99,360,1.023,0
432,15.2,0.79,360,3.318,0
433,13.5,0.87,360,1.209,0
434,11.9,0.91,360,0.615,0
435,12.8,0.91,360,0.77,0
436,13.2,0.94,360,0.819,161600
437,15.8,0.81,360,1.018,565600
438,17.7,0.73,360,1.255,1454400
439,18.9,0.69,360,2.148,2626000
440,17.7,0.73,360,3.044,1373600
441,18.8,0.68,360,3.171,2262400
442,15.9,0.85,360,2.638,767600
443,15.7,0.88,360,4.193,1252400
444,16,0.89,360,3.542,1575600
445,16.4,0.87,360,2.301,1818000
446,14.2,0.92,360,1.88,525200
447,12.9,0.93,360,3.028,323200
448,13.1,0.94,360,2.85,363600
449,13.7,0.91,360,1.391,525200
450,13.1,0.97,360,0.457,161600
451,12.9,0.98,360,0.766,0
452,12.8,0.97,360,1.165,0
453,12.5,1,360,1.163,0
454,12.6,0.99,360,0.973,0
455,12.7,0.99,360,1.023,0
456,15.2,0.79,360,3.318,0
457,13.5,0.87,360,1.209,0
458,11.9,0.91,360,0.615,0
459,12.8,0.91,360,0.77,0
460,13.2,0.94,360,0.819,161600
461,15.8,0.81,360,1.018,565600
462,17.7,0.73,360,1.255,1454400
463,18.9,0.69,360,2.148,2626000
464,17.7,0.73,360,3.044,1373600
465,18.8,0.68,360,3.171,2262400
466,15.9,0.85,360,2.638,767600
467,15.7,0.88,360,4.193,1252400
468,16,0.89,360,3.542,1575600
469,16.4,0.87,360,2.301,1818000
470,14.2,0.92,360,1.88,525200
471,12.9,0.93,360,3.028,323200
472,13.1,0.94,360,2.85,363600
473,13.7,0.91,360,1.391,525200
474,13.1,0.97,360,0.457,161600
475,12.9,0.98,360,0.766,0
476,12.8,0.97,360,1.165,0
477,12.5,1,360,1.163,0
478,12.6,0.99,360,0.973,0
479,12.7,0.99,360,1.023,0
480,15.2,0.79,360,3.318,0
481,13.5,0.87,360,1.209,0
482,11.9,0.91,360,0.615,0
483,12.8,0.91,360,0.77,0
484,13.2,0.94,360,0.819,161600
485,15.8,0.81,360,1.018,565600
486,17.7,0.73,360,1.255,1454400
487,18.9,0.69,360,2.148,2626000
488,17.7,0.73,360,3.044,1373600
489,18.8,0.68,360,3.171,2262400
490,15.9,0.85,360,2.638,767600
491,15.7,0.88,360,4.193,1252400
492,16,0.89,360,3.542,1575600
493,16.4,0.87,360,2.301,1818000
494,14.2,0.92,360,1.88,525200
495,12.9,0.93,360,3.028,323200
496,13.1,0.94,360,2.85,363600
497,13.7,0.91,360,1.391,525200
498,13.1,0.97,360,0.457,161600
499,12.9,0.98,360,0.766,0
500,12.8,0.97,360,1.165,0
501,12.5,1,360,1.163,0
502,12.6,0.99,360,0.973,0
503,12.7,0.99,360,1.023,0
504,15.2,0.79,360,3.318,0
505,13.5,0.87,360,1.209,0
506,11.9,0.91,360,0.615,0
507,12.8,0.91,360,0.77,0
508,13.2,0.94,360,0.819,161600
509,15.8,0.81,360,1.018,565600
510,17.7,0.73,360,1.255,1454400
511,18.9,0.69,360,2.148,2626000
512,17.7,0.73,360,3.044,1373600
513,18.8,0.68,360,3.171,2262400
514,15.9,0.85,360,2.638,767600
515,15.7,0.88,360,4.193,1252400
516,16,0.89,360,3.542,1575600
517,16.4,0.87,360,2.301,1818000
518,14.2,0.92,360,1.88,525200
519,12.9,0.93,360,3.028,323200
520,13.1,0.94,360,2.85,363600
521,13.7,0.91,360,1.391,525200
522,13.1,0.97,360,0.457,161600
523,12.9,0.98,360,0.766,0
524,12.8,0.97,360,1.165,0
525,12.5,1,360,1.163,0
526,12.6,0.99,360,0.973,0
527,12.7,0.99,360,1.023,0
528,15.2,0.79,360,3.318,0
529,13.5,0.87,360,1.209,0
530,11.9,0.91,360,0.615,0
531,12.8,0.91,360,0.77,0
532,13.2,0.94,360,0.819,161600
533,15.8,0.81,360,1.018,565600
534,17.7,0.73,360,1.255,1454400
535,18.9,0.69,360,2.148,2626000
536,17.7,0.73,360,3.044,1373600
537,18.8,0.68,360,3.171,2262400
538,15.9,0.85,360,2.638,767600
539,15.7,0.88,360,4.193,1252400
540,16,0.89,360,3.542,1575600
541,16.4,0.87,360,2.301,1818000
542,14.2,0.92,360,1.88,525200
543,12.9,0.93,360,3.028,323200
544,13.1,0.94,360,2.85,363600
545,13.7,0.91,360,1.391,525200
546,13.1,0.97,360,0.457,161600
547,12.9,0.98,360,0.766,0
548,12.8,0.97,360,1.165,0
549,12.5,1,360,1.163,0
550,12.6,0.99,360,0.973,0
551,12.7,0.99,360,1.023,0
552,15.2,0.79,360,3.318,0
553,13.5,0.87,360,1.209,0
554,11.9,0.91,360,0.615,0
555,12.8,0.91,360,0.77,0
556,13.2,0.94,360,0.819,161600
557,15.8,0.81,360,1.018,565600
558,17.7,0.73,360,1.255,1454400
559,18.9,0.69,360,2.148,2626000
560,17.7,0.73,360,3.044,1373600
561,18.8,0.68,360,3.171,2262400
562,15.9,0.85,360,2.638,767600
563,15.7,0.88,360,4.193,1252400
564,16,0.89,360,3.542,1575600
565,16.4,0.87,360,2.301,1818000
566,14.2,0.92,360,1.88,525200
567,12.9,0.93,360,3.028,323200
568,13.1,0.94,360,2.85,363600
569,13.7,0.91,360,1.391,525200
570,13.1,0.97,360,0.457,161600
571,12.9,0.98,360,0.766,0
572,12.8,0.97,360,1.165,0
573,12.5,1,360,1.163,0
574,12.6,0.99,360,0.973,0
575,12.7,0.99,360,1.023,0
576,15.2,0.79,360,3.318,0
577,13.5,0.87,360,1.209,0
578,11.9,0.91,360,0.615,0
579,12.8,0.91,360,0.77,0
580,13.2,0.94,360,0.819,161600
581,15.8,0.81,360,1.018,565600
582,17.7,0.73,360,1.255,1454400
583,18.9,0.69,360,2.148,2626000
584,17.7,0.73,360,3.044,1373600
585,18.8,0.68,360,3.171,2262400
586,15.9,0.85,360,2.638,767600
587,15.7,0.88,360,4.193,1252400
588,16,0.89,360,3.542,1575600
589,16.4,0.87,360,2.301,1818000
590,14.2,0.92,360,1.88,525200
591,12.9,0.93,360,3.028,323200
592,13.1,0.94,360,2.85,363600
593,13.7,0.91,360,1.391,525200
594,13.1,0.97,360,0.457,161600
595,12.9,0.98,360,0.766,0
596,12.8,0.97,360,1.165,0
597,12.5,1,360,1.163,0
598,12.6,0.99,360,0.973,0
599,12.7,0.99,360,1.023,0
600,15.2,0.79,360,3.318,0
601,13.5,0.87,360,1.209,0
602,11.9,0.91,360,0.615,0
603,12.8,0.91,360,0.77,0
604,13.2,0.94,360,0.819,161600
605,15.8,0.81,360,1.018,565600
606,17.7,0.73,360,1.255,1454400
607,18.9,0.69,360,2.148,2626000
608,17.7,0.73,360,3.044,1373600
609,18.8,0.68,360,3.171,2262400
610,15.9,0.85,360,2.638,767600
611,15.7,0.88,360,4.193,1252400
612,16,0.89,360,3.542,1575600
613,16.4,0.87,360,2.301,1818000
614,14.2,0.92,360,1.88,525200
615,12.9,0.93,360,3.028,323200
616,13.1,0.94,360,2.85,363600
617,13.7,0.91,360,1.391,525200
618,13.1,0.97,360,0.457,161600
619,12.9,0.98,360,0.766,0
620,12.8,0.97,360,1.165,0
621,12.5,1,360,1.163,0
622,12.6,0.99,360,0.973,0
623,12.7,0.99,360,1.023,0
624,15.2,0.79,360,3.318,0
625,13.5,0.87,360,1.209,0
626,11.9,0.91,360,0.615,0
627,12.8,0.91,360,0.77,0
628,13.2,0.94,360,0.819,161600
629,15.8,0.81,360,1.018,565600
630,17.7,0.73,360,1.255,1454400
631,18.9,0.69,360,2.148,2626000
632,17.7,0.73,360,3.044,1373600
633,18.8,0.68,360,3.171,2262400
634,15.9,0.85,360,2.638,767600
635,15.7,0.88,360,4.193,1252400
636,16,0.89,360,3.542,1575600
637,16.4,0.87,360,2.301,1818000
638,14.2,0.92,360,1.88,525200
639,12.9,0.93,360,3.028,323200
640,13.1,0.94,360,2.85,363600
641,13.7,0.91,360,1.391,525200
642,13.1,0.97,360,0.457,161600
643,12.9,0.98,360,0.766,0
644,12.8,0.97,360,1.165,0
645,12.5,1,360,1.163,0
646,12.6,0.99,360,0.973,0
647,12.7,0.99,360,1.023,0
648,15.2,0.79,360,3.318,0
649,13.5,0.87,360,1.209,0
650,11.9,0.91,360,0.615,0
651,12.8,0.91,360,0.77,0
652,13.2,0.94,360,0.819,161600
653,15.8,0.81,360,1.018,565600
654,17.7,0.73,360,1.255,1454400
655,18.9,0.69,360,2.148,2626000
656,17.7,0.73,360,3.044,1373600
657,18.8,0.68,360,3.171,2262400
658,15.9,0.85,360,2.638,767600
659,15.7,0.88,360,4.193,1252400
660,16,0.89,360,3.542,1575600
661,16.4,0.87,360,2.301,1818000
662,14.2,0.92,360,1.88,525200
663,12.9,0.93,360,3.028,323200
664,13.1,0.94,360,2.85,363600
665,13.7,0.91,360,1.391,525200
666,13.1,0.97,360,0.457,161600
667,12.9,0.98,360,0.766,0
668,12.8,0.97,360,1.165,0
669,12.5,1,360,1.163,0
670,12.6,0.99,360,0.973,0
671,12.7,0.99,360,1.023,0
672,15.2,0.79,360,3.318,0
673,13.5,0.87,360,1.209,0
674,11.9,0.91,360,0.615,0
675,12.8,0.91,360,0.77,0
676,13.2,0.94,360,0.819,161600
677,15.8,0.81,360,1.018,565600
678,17.7,0.73,360,1.255,1454400
679,18.9,0.69,360,2.148,2626000
680,17.7,0.73,360,3.044,1373600
681,18.8,0.68,360,3.171,2262400
682,15.9,0.85,360,2.638,767600
683,15.7,0.88,360,4.193,1252400
684,16,0.89,360,3.542,1575600
685,16.4,0.87,360,2.301,1818000
686,14.2,0.92,360,1.88,525200
687,12.9,0.93,360,3.028,323200
688,13.1,0.94,360,2.85,363600
689,13.7,0.91,360,1.391,525200
690,13.1,0.97,360,0.457,161600
691,12.9,0.98,360,0.766,0
692,12.8,0.97,360,1.165,0
693,12.5,1,360,1.163,0
694,12.6,0.99,360,0.973,0
695,12.7,0.99,360,1.023,0
696,15.2,0.79,360,3.318,0
697,13.5,0.87,360,1.209,0
698,11.9,0.91,360,0.615,0
699,12.8,0.91,360,0.77,0
700,13.2,0.94,360,0.819,161600
701,15.8,0.81,360,1.018,565600
702,17.7,0.73,360,1.255,1454400
703,18.9,0.69,360,2.148,2626000
704,17.7,0.73,360,3.044,1373600
705,18.8,0.68,360,3.171,2262400
706,15.9,0.85,360,2.638,767600
707,15.7,0.88,360,4.193,1252400
708,16,0.89,360,3.542,1575600
709,16.4,0.87,360,2.301,1818000
710,14.2,0.92,360,1.88,525200
711,12.9,0.93,360,3.028,323200
712,13.1,0.94,360,2.85,363600
713,13.7,0.91,360,1.391,525200
714,13.1,0.97,360,0.457,161600
715,12.9,0.98,360,0.766,0
716,12.8,0.97,360,1.165,0
717,12.5,1,360,1.163,0
718,12.6,0.99,360,0.973,0
719,12.7,0.99,360,1.023,0
720,15.2,0.79,360,3.318,0
721,13.5,0.87,360,1.209,0
722,11.9,0.91,360,0.615,0
723,12.8,0.91,360,0.77,0
724,13.2,0.94,360,0.819,161600
725,15.8,0.81,360,1.018,565600
726,17.7,0.73,360,1.255,1454400
727,18.9,0.69,360,2.148,2626000
728,17.7,0.73,360,3.044,1373600
729,18.8,0.68,360,3.171,2262400
730,15.9,0.85,360,2.638,767600
731,15.7,0.88,360,4.193,1252400
732,16,0.89,360,3.542,1575600
733,16.4,0.87,360,2.301,1818000
734,14.2,0.92,360,1.88,525200
735,12.9,0.93,360,3.028,323200
736,13.1,0.94,360,2.85,363600
737,13.7,0.91,360,1.391,525200
738,13.1,0.97,360,0.457,161600
739,12.9,0.98,360,0.766,0
740,12.8,0.97,360,1.165,0
741,12.5,1,360,1.163,0
742,12.6,0.99,360,0.973,0
