t,plant,axis,organ,sucrose,amino_acids,nitrates,structure,starch,proteins,Conc_C_Sucrose,Unloading_Sucrose,Export_Amino_Acids,Conc_Nitrates_Soil,Potential_Uptake_Nitrates,S_Proteins,Conc_Nitrates,S_Amino_Acids,Conc_Amino_Acids,Dry_Mass,Unloading_Amino_Acids,S_grain_starch,Conc_Sucrose,Uptake_Nitrates,S_grain_structure,Proteins_N_Mass,RGR_Structure
719.000000,1,MS,Phloem,23.644520,1.331731,NA,NA,NA,NA,11.367558,NA,NA,NA,NA,NA,NA,NA,0.547227,NA,NA,NA,0.947296,NA,NA,NA,NA
719.000000,1,MS,Roots,0.233162,0.753241,635.849635,NA,NA,NA,NA,7.349215,1.494447,12552323.000000,1.494447,NA,1261.606418,2.399182,1.277372,NA,0.022903,NA,0.038552,0.436573,NA,NA,NA
720.000000,1,MS,Grains,NA,NA,NA,38749.137484,53026.587301,15848.512633,NA,7.775682,NA,NA,NA,6.819830,NA,NA,NA,1.101309,NA,200.667221,NA,NA,0.000000,0.221879,0.000000
720.000000,1,MS,Phloem,16.699970,1.220589,NA,NA,NA,NA,8.028832,NA,NA,NA,NA,NA,NA,NA,0.501557,NA,NA,NA,0.669069,NA,NA,NA,NA
720.000000,1,MS,Roots,0.162218,0.534548,634.960933,NA,NA,NA,NA,5.351126,1.060456,12500240.000000,1.060456,NA,1259.843121,1.739912,0.906505,NA,0.021002,NA,0.026822,0.158443,NA,NA,NA
721.000000,1,MS,Grains,NA,NA,NA,38749.137484,53087.668819,15855.132217,NA,5.930588,NA,NA,NA,6.422522,NA,NA,NA,1.102042,NA,153.050845,NA,NA,0.000000,0.221972,0.000000
721.000000,1,MS,Phloem,12.499101,1.127990,NA,NA,NA,NA,6.009183,NA,NA,NA,NA,NA,NA,NA,0.463507,NA,NA,NA,0.500765,NA,NA,NA,NA
721.000000,1,MS,Roots,0.120152,0.396009,634.339526,NA,NA,NA,NA,4.081356,0.785616,12448157.000000,0.785616,NA,1258.610171,1.321929,0.671565,NA,0.019418,NA,0.019866,0.158110,NA,NA,NA
722.000000,1,MS,Grains,NA,NA,NA,38749.137484,53135.134313,15861.364579,NA,4.692743,NA,NA,NA,6.046721,NA,NA,NA,1.102611,NA,121.105740,NA,NA,0.000000,0.222059,0.000000
722.000000,1,MS,Phloem,9.767750,1.048833,NA,NA,NA,NA,4.696034,NA,NA,NA,NA,NA,NA,NA,0.430980,NA,NA,NA,0.391336,NA,NA,NA,NA
722.000000,1,MS,Roots,0.093278,0.306468,633.829450,NA,NA,NA,NA,3.229486,0.607915,12396074.000000,0.607915,NA,1257.598115,1.043435,0.519719,NA,0.018062,NA,0.015423,0.090623,NA,NA,NA
723.000000,1,MS,Grains,NA,NA,NA,38749.137484,53173.206730,15867.237372,NA,3.814646,NA,NA,NA,5.705132,NA,NA,NA,1.103068,NA,98.444672,NA,NA,0.000000,0.222141,0.000000
723.000000,1,MS,Phloem,7.870865,0.980963,NA,NA,NA,NA,3.784070,NA,NA,NA,NA,NA,NA,NA,0.403091,NA,NA,NA,0.315339,NA,NA,NA,NA
723.000000,1,MS,Roots,0.074822,0.245266,633.437255,NA,NA,NA,NA,2.625191,0.486513,12343991.000000,0.486513,NA,1256.819951,0.846718,0.415930,NA,0.016899,NA,0.012371,0.090373,NA,NA,NA
724.000000,1,MS,Grains,NA,NA,NA,38749.137484,53204.482158,15872.764667,NA,3.166374,NA,NA,NA,5.345945,NA,NA,NA,1.103443,NA,81.714698,NA,NA,0.000000,0.222219,0.000000
724.000000,1,MS,Phloem,6.491522,0.913330,NA,NA,NA,NA,3.120924,NA,NA,NA,NA,NA,NA,NA,0.375300,NA,NA,NA,0.260077,NA,NA,NA,NA
724.000000,1,MS,Roots,0.061505,0.641990,633.048756,NA,NA,NA,NA,2.179059,0.000000,12291908.000000,0.000000,NA,1256.049120,0.701909,1.088709,NA,0.015739,NA,0.010170,0.000000,NA,NA,NA
725.000000,1,MS,Grains,NA,NA,NA,38749.137484,53230.664248,15877.941489,NA,2.673256,NA,NA,NA,5.016412,NA,NA,NA,1.103758,NA,68.988778,NA,NA,0.000000,0.222291,0.000000
725.000000,1,MS,Phloem,5.454050,0.852885,NA,NA,NA,NA,2.622139,NA,NA,NA,NA,NA,NA,NA,0.350462,NA,NA,NA,0.218512,NA,NA,NA,NA
725.000000,1,MS,Roots,0.051545,0.974505,632.723905,NA,NA,NA,NA,1.839701,0.000000,12239825.000000,0.000000,NA,1255.404573,0.591985,1.652599,NA,0.014701,NA,0.008523,0.000000,NA,NA,NA
726.000000,1,MS,Grains,NA,NA,NA,38749.137484,53252.926262,15882.814222,NA,2.289161,NA,NA,NA,4.736725,NA,NA,NA,1.104025,NA,59.076443,NA,NA,0.000000,0.222359,0.000000
726.000000,1,MS,Phloem,4.652880,0.802310,NA,NA,NA,NA,2.236962,NA,NA,NA,NA,NA,NA,NA,0.329680,NA,NA,NA,0.186413,NA,NA,NA,NA
726.000000,1,MS,Roots,0.043886,1.257644,632.447949,NA,NA,NA,NA,1.575372,0.000000,12187742.000000,0.000000,NA,1254.857043,0.506501,2.132757,NA,0.013833,NA,0.007256,0.000000,NA,NA,NA
727.000000,1,MS,Grains,NA,NA,NA,38749.137484,53272.105430,15887.428784,NA,1.984137,NA,NA,NA,4.498628,NA,NA,NA,1.104255,NA,51.204686,NA,NA,0.000000,0.222424,0.000000
727.000000,1,MS,Phloem,4.020913,0.759717,NA,NA,NA,NA,1.933131,NA,NA,NA,NA,NA,NA,NA,0.312178,NA,NA,NA,0.161094,NA,NA,NA,NA
727.000000,1,MS,Roots,0.037864,1.501984,632.210392,NA,NA,NA,NA,1.365458,0.000000,12135659.000000,0.000000,NA,1254.385699,0.438701,2.547116,NA,0.013101,NA,0.006261,0.000000,NA,NA,NA
728.000000,1,MS,Grains,NA,NA,NA,38749.137484,53290.516235,15891.915308,NA,2.171524,NA,NA,NA,4.485639,NA,NA,NA,1.104476,NA,56.040572,NA,NA,0.000000,0.222487,0.000000
728.000000,1,MS,Phloem,4.408706,0.758909,NA,NA,NA,NA,2.119570,NA,NA,NA,NA,NA,NA,NA,0.311846,NA,NA,NA,0.176631,NA,NA,NA,NA
728.000000,1,MS,Roots,0.040899,0.308907,632.096922,NA,NA,NA,NA,1.494415,0.612797,12083576.000000,0.612797,NA,1254.160560,0.472941,0.523856,NA,0.013087,NA,0.006762,0.123940,NA,NA,NA
729.000000,1,MS,Grains,NA,NA,NA,38749.137484,53311.325218,15896.358879,NA,2.450102,NA,NA,NA,4.387167,NA,NA,NA,1.104726,NA,63.229844,NA,NA,0.000000,0.222549,0.000000
729.000000,1,MS,Phloem,4.987848,0.744273,NA,NA,NA,NA,2.398004,NA,NA,NA,NA,NA,NA,NA,0.305832,NA,NA,NA,0.199834,NA,NA,NA,NA
729.000000,1,MS,Roots,0.046358,0.157806,631.954339,NA,NA,NA,NA,1.686129,0.313049,12031493.000000,0.313049,NA,1253.877657,0.534190,0.267614,NA,0.012836,NA,0.007665,0.123480,NA,NA,NA
730.000000,1,MS,Grains,NA,NA,NA,38749.137484,53339.014681,15900.672405,NA,3.870760,NA,NA,NA,4.245107,NA,NA,NA,1.105058,NA,99.892794,NA,NA,0.000000,0.222609,0.000000
730.000000,1,MS,Phloem,7.991094,0.730327,NA,NA,NA,NA,3.841872,NA,NA,NA,NA,NA,NA,NA,0.300102,NA,NA,NA,0.320156,NA,NA,NA,NA
730.000000,1,MS,Roots,0.073069,0.179533,632.321083,NA,NA,NA,NA,2.663808,0.356206,11979410.000000,0.356206,NA,1254.605324,0.827795,0.304459,NA,0.012596,NA,0.012082,0.773788,NA,NA,NA
731.000000,1,MS,Grains,NA,NA,NA,38749.137484,53381.176438,15904.865270,NA,5.462997,NA,NA,NA,4.148240,NA,NA,NA,1.105564,NA,140.983698,NA,NA,0.000000,0.222668,0.000000
731.000000,1,MS,Phloem,11.459329,0.725122,NA,NA,NA,NA,5.509293,NA,NA,NA,NA,NA,NA,NA,0.297963,NA,NA,NA,0.459108,NA,NA,NA,NA
731.000000,1,MS,Roots,0.106223,0.259956,632.508220,NA,NA,NA,NA,3.759565,0.515771,11927327.000000,0.515771,NA,1254.976627,1.178732,0.440843,NA,0.012507,NA,0.017563,0.769800,NA,NA,NA
732.000000,1,MS,Grains,NA,NA,NA,38749.137484,53441.628438,15908.977653,NA,8.076582,NA,NA,NA,4.088114,NA,NA,NA,1.106289,NA,208.432573,NA,NA,0.000000,0.222726,0.000000
732.000000,1,MS,Phloem,17.400282,0.733957,NA,NA,NA,NA,8.365520,NA,NA,NA,NA,NA,NA,NA,0.301593,NA,NA,NA,0.697127,NA,NA,NA,NA
732.000000,1,MS,Roots,0.161630,0.373580,633.237403,NA,NA,NA,NA,5.558202,0.741221,11875244.000000,0.741221,NA,1256.423419,1.734200,0.633531,NA,0.012658,NA,0.026725,1.610083,NA,NA,NA
733.000000,1,MS,Grains,NA,NA,NA,38749.137484,53524.975913,15913.065164,NA,10.322284,NA,NA,NA,4.096377,NA,NA,NA,1.107289,NA,266.387451,NA,NA,0.000000,0.222783,0.000000
733.000000,1,MS,Phloem,22.768041,0.752954,NA,NA,NA,NA,10.946173,NA,NA,NA,NA,NA,NA,NA,0.309399,NA,NA,NA,0.912181,NA,NA,NA,NA
733.000000,1,MS,Roots,0.214979,0.508833,633.674900,NA,NA,NA,NA,7.103665,1.009576,11823161.000000,1.009576,NA,1257.291468,2.235358,0.862897,NA,0.012985,NA,0.035546,1.600219,NA,NA,NA
734.000000,1,MS,Grains,NA,NA,NA,38749.137484,53641.419028,15917.148214,NA,15.914953,NA,NA,NA,4.091332,NA,NA,NA,1.108687,NA,410.717603,NA,NA,0.000000,0.222840,0.000000
734.000000,1,MS,Phloem,37.317048,0.799439,NA,NA,NA,NA,17.940889,NA,NA,NA,NA,NA,NA,NA,0.328501,NA,NA,NA,1.495074,NA,NA,NA,NA
734.000000,1,MS,Roots,0.351913,0.718321,634.543188,NA,NA,NA,NA,10.952469,1.425230,11771078.000000,1.425230,NA,1259.014263,3.390383,1.218155,NA,0.013783,NA,0.058187,2.496559,NA,NA,NA
735.000000,1,MS,Grains,NA,NA,NA,38749.137484,53806.933674,15921.302410,NA,20.534621,NA,NA,NA,4.236984,NA,NA,NA,1.110673,NA,529.937488,NA,NA,0.000000,0.222898,0.000000
735.000000,1,MS,Phloem,50.794388,0.873383,NA,NA,NA,NA,24.420379,NA,NA,NA,NA,NA,NA,NA,0.358885,NA,NA,NA,2.035032,NA,NA,NA,NA
735.000000,1,MS,Roots,0.494761,1.000962,634.795671,NA,NA,NA,NA,14.131666,1.986019,11718995.000000,1.986019,NA,1259.515220,4.427305,1.697466,NA,0.015053,NA,0.081806,2.483175,NA,NA,NA
736.000000,1,MS,Grains,NA,NA,NA,38749.137484,54014.257979,15925.628592,NA,25.541149,NA,NA,NA,4.435735,NA,NA,NA,1.113161,NA,659.141099,NA,NA,0.000000,0.222959,0.000000
736.000000,1,MS,Phloem,67.178259,0.972238,NA,NA,NA,NA,32.297240,NA,NA,NA,NA,NA,NA,NA,0.399506,NA,NA,NA,2.691437,NA,NA,NA,NA
736.000000,1,MS,Roots,0.666127,1.262268,635.435586,NA,NA,NA,NA,17.577096,2.504486,11666912.000000,2.504486,NA,1260.784893,5.491791,2.140598,NA,0.016749,NA,0.110140,3.469300,NA,NA,NA
737.000000,1,MS,Grains,NA,NA,NA,38749.137484,54261.438725,15930.221010,NA,29.099326,NA,NA,NA,4.765880,NA,NA,NA,1.116127,NA,750.967058,NA,NA,0.000000,0.223023,0.000000
737.000000,1,MS,Phloem,80.142898,1.093815,NA,NA,NA,NA,38.530239,NA,NA,NA,NA,NA,NA,NA,0.449464,NA,NA,NA,3.210853,NA,NA,NA,NA
737.000000,1,MS,Roots,0.817938,1.503796,635.561558,NA,NA,NA,NA,20.025788,2.983706,11614829.000000,2.983706,NA,1261.034837,6.304004,2.550190,NA,0.018832,NA,0.135241,3.452726,NA,NA,NA
738.000000,1,MS,Grains,NA,NA,NA,38749.137484,54526.023400,15935.221041,NA,29.278266,NA,NA,NA,5.236958,NA,NA,NA,1.119302,NA,755.584972,NA,NA,0.000000,0.223093,0.000000
738.000000,1,MS,Phloem,80.827227,1.204787,NA,NA,NA,NA,38.859244,NA,NA,NA,NA,NA,NA,NA,0.495064,NA,NA,NA,3.238270,NA,NA,NA,NA
738.000000,1,MS,Roots,0.844567,1.623094,635.529010,NA,NA,NA,NA,20.148933,3.220408,11562746.000000,3.220408,NA,1260.970258,6.435684,2.752500,NA,0.020732,NA,0.139644,3.559024,NA,NA,NA
739.000000,1,MS,Grains,NA,NA,NA,38749.137484,54788.050033,15940.669528,NA,29.003535,NA,NA,NA,5.649585,NA,NA,NA,1.122446,NA,748.494982,NA,NA,0.000000,0.223169,0.000000
739.000000,1,MS,Phloem,79.777892,1.294992,NA,NA,NA,NA,38.354756,NA,NA,NA,NA,NA,NA,NA,0.532130,NA,NA,NA,3.196230,NA,NA,NA,NA
739.000000,1,MS,Roots,0.830747,1.627034,635.501807,NA,NA,NA,NA,19.959866,3.228226,11510663.000000,3.228226,NA,1260.916284,6.367720,2.759182,NA,0.022275,NA,0.137359,3.544244,NA,NA,NA
740.000000,1,MS,Grains,NA,NA,NA,38749.137484,55032.452731,15946.578698,NA,24.845999,NA,NA,NA,6.135473,NA,NA,NA,1.125379,NA,641.201336,NA,NA,0.000000,0.223252,0.000000
740.000000,1,MS,Phloem,64.780437,1.333074,NA,NA,NA,NA,31.144441,NA,NA,NA,NA,NA,NA,NA,0.547779,NA,NA,NA,2.595370,NA,NA,NA,NA
740.000000,1,MS,Roots,0.678858,1.524191,634.451962,NA,NA,NA,NA,17.098702,3.024162,11458580.000000,3.024162,NA,1258.833258,5.564210,2.584777,NA,0.022926,NA,0.112245,2.223231,NA,NA,NA
741.000000,1,MS,Grains,NA,NA,NA,38749.137484,55240.338280,15952.832356,NA,21.694923,NA,NA,NA,6.338426,NA,NA,NA,1.127874,NA,559.881446,NA,NA,0.000000,0.223340,0.000000
741.000000,1,MS,Phloem,54.415369,1.324841,NA,NA,NA,NA,26.161235,NA,NA,NA,NA,NA,NA,NA,0.544395,NA,NA,NA,2.180103,NA,NA,NA,NA
741.000000,1,MS,Roots,0.553526,1.317305,633.857080,NA,NA,NA,NA,14.930172,2.613677,11406497.000000,2.613677,NA,1257.652937,4.812215,2.233932,NA,0.022785,NA,0.091522,2.218829,NA,NA,NA
742.000000,1,MS,Grains,NA,NA,NA,38749.137484,55406.607518,15959.284757,NA,14.963925,NA,NA,NA,6.495994,NA,NA,NA,1.129869,NA,386.174393,NA,NA,0.000000,0.223430,0.000000
742.000000,1,MS,Phloem,34.714921,1.255842,NA,NA,NA,NA,16.689866,NA,NA,NA,NA,NA,NA,NA,0.516043,NA,NA,NA,1.390822,NA,NA,NA,NA
742.000000,1,MS,Roots,0.353047,1.049231,632.169901,NA,NA,NA,NA,10.297984,2.081710,11354414.000000,2.081710,NA,1254.305359,3.399207,1.779323,NA,0.021605,NA,0.058374,0.466582,NA,NA,NA
743.000000,1,MS,Grains,NA,NA,NA,38749.137484,55519.041802,15965.695323,NA,10.494734,NA,NA,NA,6.300178,NA,NA,NA,1.131218,NA,270.837869,NA,NA,0.000000,0.223520,0.000000
743.000000,1,MS,Phloem,23.190826,1.160156,NA,NA,NA,NA,11.149436,NA,NA,NA,NA,NA,NA,NA,0.476724,NA,NA,NA,0.929120,NA,NA,NA,NA
743.000000,1,MS,Roots,0.228231,0.732090,631.168638,NA,NA,NA,NA,7.222343,1.452491,11302331.000000,1.452491,NA,1252.318727,2.355058,1.241504,NA,0.019968,NA,0.037737,0.466384,NA,NA,NA
744.000000,1,MS,Grains,NA,NA,NA,38749.137484,55599.827197,15971.864174,NA,7.644820,NA,NA,NA,6.028191,NA,NA,NA,1.132188,NA,197.290060,NA,NA,0.000000,0.223606,0.000000
744.000000,1,MS,Phloem,16.396759,1.077448,NA,NA,NA,NA,7.883057,NA,NA,NA,NA,NA,NA,NA,0.442739,NA,NA,NA,0.656921,NA,NA,NA,NA
744.000000,1,MS,Roots,0.159218,0.524103,630.375876,NA,NA,NA,NA,5.261068,1.039793,11250248.000000,1.039793,NA,1250.745785,1.710767,0.888792,NA,0.018552,NA,0.026326,0.246229,NA,NA,NA
745.000000,1,MS,Grains,NA,NA,NA,38749.137484,55659.825879,15977.743278,NA,5.820744,NA,NA,NA,5.730028,NA,NA,NA,1.132908,NA,150.216094,NA,NA,0.000000,0.223688,0.000000
745.000000,1,MS,Phloem,12.253959,1.005248,NA,NA,NA,NA,5.891326,NA,NA,NA,NA,NA,NA,NA,0.413071,NA,NA,NA,0.490944,NA,NA,NA,NA
745.000000,1,MS,Roots,0.117759,0.388358,629.846864,NA,NA,NA,NA,4.005763,0.770481,11198165.000000,0.770481,NA,1249.696159,1.297485,0.658591,NA,0.017315,NA,0.019471,0.245639,NA,NA,NA
746.000000,1,MS,Grains,NA,NA,NA,38749.137484,55706.391926,15983.327575,NA,4.602281,NA,NA,NA,5.441302,NA,NA,NA,1.133466,NA,118.771179,NA,NA,0.000000,0.223767,0.000000
746.000000,1,MS,Phloem,9.570792,0.942967,NA,NA,NA,NA,4.601343,NA,NA,NA,NA,NA,NA,NA,0.387478,NA,NA,NA,0.383445,NA,NA,NA,NA
746.000000,1,MS,Roots,0.091372,0.300237,629.415254,NA,NA,NA,NA,3.167231,0.595628,11146082.000000,0.595628,NA,1248.839790,1.023315,0.509152,NA,0.016247,NA,0.015108,0.165225,NA,NA,NA
747.000000,1,MS,Grains,NA,NA,NA,38749.137484,55743.726942,15988.632586,NA,3.740761,NA,NA,NA,5.172448,NA,NA,NA,1.133914,NA,96.537917,NA,NA,0.000000,0.223841,0.000000
747.000000,1,MS,Phloem,7.712763,0.888720,NA,NA,NA,NA,3.708059,NA,NA,NA,NA,NA,NA,NA,0.365187,NA,NA,NA,0.309005,NA,NA,NA,NA
747.000000,1,MS,Roots,0.073301,0.240151,629.099255,NA,NA,NA,NA,2.574344,0.476425,11093999.000000,0.476425,NA,1248.212808,0.830292,0.407256,NA,0.015316,NA,0.012120,0.164685,NA,NA,NA
748.000000,1,MS,Grains,NA,NA,NA,38749.137484,55774.401390,15993.680233,NA,3.106273,NA,NA,NA,4.926785,NA,NA,NA,1.134282,NA,80.163677,NA,NA,0.000000,0.223912,0.000000
748.000000,1,MS,Phloem,6.364537,0.841220,NA,NA,NA,NA,3.059873,NA,NA,NA,NA,NA,NA,NA,0.345669,NA,NA,NA,0.254989,NA,NA,NA,NA
748.000000,1,MS,Roots,0.060289,0.197163,628.792496,NA,NA,NA,NA,2.137698,0.391090,11041916.000000,0.391090,NA,1247.604158,0.688551,0.334356,NA,0.014501,NA,0.009968,0.082370,NA,NA,NA
749.000000,1,MS,Grains,NA,NA,NA,38749.137484,55800.095586,15998.493948,NA,2.624580,NA,NA,NA,4.704456,NA,NA,NA,1.134591,NA,67.732610,NA,NA,0.000000,0.223979,0.000000
749.000000,1,MS,Phloem,5.352185,0.799465,NA,NA,NA,NA,2.573166,NA,NA,NA,NA,NA,NA,NA,0.328511,NA,NA,NA,0.214431,NA,NA,NA,NA
749.000000,1,MS,Roots,0.050572,0.165177,628.547718,NA,NA,NA,NA,1.806203,0.327643,10989833.000000,0.327643,NA,1247.118488,0.581168,0.280113,NA,0.013784,NA,0.008362,0.082075,NA,NA,NA
750.000000,1,MS,Grains,NA,NA,NA,38749.137484,55821.965052,16003.096510,NA,2.250371,NA,NA,NA,4.504208,NA,NA,NA,1.134853,NA,58.075375,NA,NA,0.000000,0.224043,0.000000
750.000000,1,MS,Phloem,4.572302,0.762637,NA,NA,NA,NA,2.198222,NA,NA,NA,NA,NA,NA,NA,0.313378,NA,NA,NA,0.183185,NA,NA,NA,NA
750.000000,1,MS,Roots,0.043117,0.140680,628.423548,NA,NA,NA,NA,1.548677,0.279088,10937750.000000,0.279088,NA,1246.872120,0.497873,0.238570,NA,0.013151,NA,0.007129,0.162884,NA,NA,NA
751.000000,1,MS,Grains,NA,NA,NA,38749.137484,55840.834061,16007.509127,NA,1.953775,NA,NA,NA,4.324242,NA,NA,NA,1.135080,NA,50.421129,NA,NA,0.000000,0.224105,0.000000
751.000000,1,MS,Phloem,3.958212,0.730051,NA,NA,NA,NA,1.902987,NA,NA,NA,NA,NA,NA,NA,0.299988,NA,NA,NA,0.158582,NA,NA,NA,NA
751.000000,1,MS,Roots,0.037267,0.121518,628.336143,NA,NA,NA,NA,1.344563,0.241074,10885667.000000,0.241074,NA,1246.698697,0.431941,0.206074,NA,0.012591,NA,0.006162,0.162194,NA,NA,NA
752.000000,1,MS,Grains,NA,NA,NA,38749.137484,55859.198053,16011.761092,NA,2.200106,NA,NA,NA,4.179019,NA,NA,NA,1.135300,NA,56.778197,NA,NA,0.000000,0.224165,0.000000
752.000000,1,MS,Phloem,4.467981,0.707230,NA,NA,NA,NA,2.148068,NA,NA,NA,NA,NA,NA,NA,0.290611,NA,NA,NA,0.179006,NA,NA,NA,NA
752.000000,1,MS,Roots,0.041378,0.118898,628.746100,NA,NA,NA,NA,1.514085,0.235902,10833584.000000,0.235902,NA,1247.512103,0.478319,0.201632,NA,0.012199,NA,0.006842,0.702549,NA,NA,NA
753.000000,1,MS,Grains,NA,NA,NA,38749.137484,55880.589673,16015.873007,NA,2.550513,NA,NA,NA,4.048449,NA,NA,NA,1.135557,NA,65.821146,NA,NA,0.000000,0.224222,0.000000
753.000000,1,MS,Phloem,5.197369,0.687485,NA,NA,NA,NA,2.498735,NA,NA,NA,NA,NA,NA,NA,0.282497,NA,NA,NA,0.208228,NA,NA,NA,NA
753.000000,1,MS,Roots,0.048253,0.134894,629.115834,NA,NA,NA,NA,1.755231,0.267639,10781501.000000,0.267639,NA,1248.245702,0.555341,0.228758,NA,0.011860,NA,0.007978,0.698278,NA,NA,NA
754.000000,1,MS,Grains,NA,NA,NA,38749.137484,55917.748111,16019.847975,NA,6.281079,NA,NA,NA,3.910678,NA,NA,NA,1.136003,NA,162.095961,NA,NA,0.000000,0.224278,0.000000
754.000000,1,MS,Phloem,13.284962,0.689282,NA,NA,NA,NA,6.387001,NA,NA,NA,NA,NA,NA,NA,0.283236,NA,NA,NA,0.532250,NA,NA,NA,NA
754.000000,1,MS,Roots,0.119432,0.238095,630.285918,NA,NA,NA,NA,4.322559,0.472405,10729418.000000,0.472405,NA,1250.567298,1.314574,0.403769,NA,0.011890,NA,0.019747,1.774067,NA,NA,NA
755.000000,1,MS,Grains,NA,NA,NA,38749.137484,55995.026834,16023.729938,NA,10.772180,NA,NA,NA,3.870880,NA,NA,NA,1.136930,NA,277.997918,NA,NA,0.000000,0.224332,0.000000
755.000000,1,MS,Phloem,23.874285,0.714916,NA,NA,NA,NA,11.478021,NA,NA,NA,NA,NA,NA,NA,0.293769,NA,NA,NA,0.956502,NA,NA,NA,NA
755.000000,1,MS,Roots,0.222176,0.467490,630.959755,NA,NA,NA,NA,7.413278,0.927548,10677335.000000,0.927548,NA,1251.904275,2.300577,0.792785,NA,0.012331,NA,0.036735,1.761086,NA,NA,NA
756.000000,1,MS,Grains,NA,NA,NA,38749.137484,56119.305062,16027.600688,NA,16.967869,NA,NA,NA,3.894635,NA,NA,NA,1.138421,NA,437.890244,NA,NA,0.000000,0.224386,0.000000
756.000000,1,MS,Phloem,40.263816,0.770146,NA,NA,NA,NA,19.357604,NA,NA,NA,NA,NA,NA,NA,0.316464,NA,NA,NA,1.613134,NA,NA,NA,NA
756.000000,1,MS,Roots,0.380996,0.755538,632.105455,NA,NA,NA,NA,11.677073,1.499074,10625252.000000,1.499074,NA,1254.177491,3.614148,1.281268,NA,0.013280,NA,0.062995,2.900643,NA,NA,NA
757.000000,1,MS,Grains,NA,NA,NA,38749.137484,56295.139412,16031.570912,NA,21.765676,NA,NA,NA,4.066212,NA,NA,NA,1.140531,NA,561.707356,NA,NA,0.000000,0.224442,0.000000
757.000000,1,MS,Phloem,54.639448,0.850634,NA,NA,NA,NA,26.268965,NA,NA,NA,NA,NA,NA,NA,0.349537,NA,NA,NA,2.189080,NA,NA,NA,NA
757.000000,1,MS,Roots,0.534639,1.060934,632.595717,NA,NA,NA,NA,14.978863,2.105015,10573169.000000,2.105015,NA,1255.150232,4.690888,1.799170,NA,0.014663,NA,0.088399,2.881807,NA,NA,NA
758.000000,1,MS,Grains,NA,NA,NA,38749.137484,56507.821165,16035.760176,NA,25.315979,NA,NA,NA,4.327144,NA,NA,NA,1.143084,NA,653.330121,NA,NA,0.000000,0.224501,0.000000
758.000000,1,MS,Phloem,66.396963,0.945744,NA,NA,NA,NA,31.921617,NA,NA,NA,NA,NA,NA,NA,0.388619,NA,NA,NA,2.660135,NA,NA,NA,NA
758.000000,1,MS,Roots,0.664220,1.294145,632.879243,NA,NA,NA,NA,17.422137,2.567733,10521086.000000,2.567733,NA,1255.712783,5.480817,2.194656,NA,0.016295,NA,0.109825,3.163979,NA,NA,NA
759.000000,1,MS,Grains,NA,NA,NA,38749.137484,56746.968701,16040.251574,NA,27.645795,NA,NA,NA,4.665049,NA,NA,NA,1.145953,NA,713.455740,NA,NA,0.000000,0.224564,0.000000
759.000000,1,MS,Phloem,74.701982,1.050456,NA,NA,NA,NA,35.914414,NA,NA,NA,NA,NA,NA,NA,0.431647,NA,NA,NA,2.992868,NA,NA,NA,NA
759.000000,1,MS,Roots,0.761517,1.463381,632.813352,NA,NA,NA,NA,19.025486,2.903518,10469003.000000,2.903518,NA,1255.582047,6.014751,2.481653,NA,0.018090,NA,0.125912,3.150592,NA,NA,NA
760.000000,1,MS,Grains,NA,NA,NA,38749.137484,57005.090877,16045.094298,NA,29.674164,NA,NA,NA,5.026260,NA,NA,NA,1.149051,NA,765.801917,NA,NA,0.000000,0.224631,0.000000
760.000000,1,MS,Phloem,82.352888,1.162423,NA,NA,NA,NA,39.592735,NA,NA,NA,NA,NA,NA,NA,0.477656,NA,NA,NA,3.299395,NA,NA,NA,NA
760.000000,1,MS,Roots,0.849100,1.587232,632.755061,NA,NA,NA,NA,20.421384,3.149252,10416920.000000,3.149252,NA,1255.466392,6.457736,2.691683,NA,0.020007,NA,0.140393,3.420879,NA,NA,NA
761.000000,1,MS,Grains,NA,NA,NA,38749.137484,57279.017696,16050.317483,NA,31.087959,NA,NA,NA,5.423757,NA,NA,NA,1.152338,NA,802.287776,NA,NA,0.000000,0.224704,0.000000
761.000000,1,MS,Phloem,87.935281,1.278468,NA,NA,NA,NA,42.276577,NA,NA,NA,NA,NA,NA,NA,0.525340,NA,NA,NA,3.523048,NA,NA,NA,NA
761.000000,1,MS,Roots,0.918285,1.687269,632.484999,NA,NA,NA,NA,21.394341,3.347739,10364837.000000,3.347739,NA,1254.930553,6.785095,2.861330,NA,0.021992,NA,0.151833,3.409256,NA,NA,NA
762.000000,1,MS,Grains,NA,NA,NA,38749.137484,57557.406107,16055.973073,NA,30.519964,NA,NA,NA,5.881389,NA,NA,NA,1.155679,NA,787.629499,NA,NA,0.000000,0.224784,0.000000
762.000000,1,MS,Phloem,85.666944,1.375713,NA,NA,NA,NA,41.186031,NA,NA,NA,NA,NA,NA,NA,0.565300,NA,NA,NA,3.432169,NA,NA,NA,NA
762.000000,1,MS,Roots,0.904891,1.722330,631.878144,NA,NA,NA,NA,21.003453,3.417300,10312754.000000,3.417300,NA,1253.726477,6.723166,2.920787,NA,0.023654,NA,0.149618,3.127558,NA,NA,NA
763.000000,1,MS,Grains,NA,NA,NA,38749.137484,57828.796399,16062.045032,NA,29.862338,NA,NA,NA,6.248302,NA,NA,NA,1.158935,NA,770.658147,NA,NA,0.000000,0.224869,0.000000
