t,plant,axis,phytomer,organ,element,exposed,nitrates,starch,amino_acids,proteins,sucrose,triosesP,fructan,Loading_Sucrose,Regul_S_Fructan,An,Tr,Photosynthesis,Transpiration,Conc_TriosesP,Conc_Starch,Conc_Sucrose,Conc_Fructan,Conc_Nitrates,Conc_Amino_Acids,Conc_Proteins,S_Starch,D_Starch,S_Sucrose,S_Fructan,D_Fructan,Nitrates_import,Amino_Acids_import,S_Amino_Acids,S_Proteins,D_Proteins,Loading_Amino_Acids
0.000000,1,MS,4,Peduncle,1,False,0.000000,0.000000,0.000000,30.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.595955,0.000005,-3.325429,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017241,0.000000,0.000000,0.000000,0.000000,0.000000,0.193387,0.000000,0.000000,0.000000,1.189286,0.000000
0.000000,1,MS,4,Peduncle,2,True,0.000000,0.000000,0.000000,180.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.592480,0.000005,-1.812988,0.000016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195273,0.000000,0.000000,0.000000,0.000000,0.000000,0.105071,0.000000,0.000000,0.000000,13.469663,0.000000
0.000000,1,MS,5,Chaff,1,True,0.000000,0.000000,0.000000,260.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.599410,0.000005,-1.618406,0.000015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119540,0.000000,0.000000,0.000000,0.000000,0.000000,0.094430,0.000000,0.000000,0.000000,8.245714,0.000000
1.000000,1,MS,1,Internode,1,False,0.139740,0.000000,0.128087,19.871877,0.000000,0.000000,0.000000,0.000000,1.000000,-0.583026,0.000005,-2.518674,0.000023,0.000000,0.000000,0.000000,0.000000,0.944191,0.739703,0.012964,0.000000,0.000000,0.000000,0.000000,0.000000,0.135144,0.000007,0.000000,0.061778,0.894234,0.000741
1.000000,1,MS,1,Internode,2,True,0.035286,0.000000,0.577065,89.421746,0.000000,0.000000,0.000000,0.000000,1.000000,-0.586644,0.000005,-0.633576,0.000006,0.000000,0.000000,0.000000,0.000000,0.882155,12.330440,0.215846,0.000000,0.000000,0.000000,0.000000,0.000000,0.034126,0.000002,0.000000,0.907758,14.888721,0.087539
1.000000,1,MS,1,Lamina,1,True,0.419931,0.000000,2.429119,377.556965,0.000000,0.000000,0.000000,0.000000,1.000000,-0.598313,0.000005,-7.452586,0.000068,0.000000,0.000000,0.000000,0.000000,2.999508,14.829785,0.260384,0.000000,0.000000,0.000000,0.000000,0.000000,0.406119,0.000022,0.000000,1.064552,17.960924,0.291947
1.000000,1,MS,1,Sheath,1,True,0.071183,0.000000,0.832372,129.165822,0.000000,0.000000,0.000000,0.000000,1.000000,-0.589802,0.000005,-1.273973,0.000012,0.000000,0.000000,0.000000,0.000000,0.691102,6.907075,0.121079,0.000000,0.000000,0.000000,0.000000,0.000000,0.068842,0.000004,0.000000,0.538347,8.351887,0.051560
1.000000,1,MS,2,Internode,1,True,0.045883,0.000000,0.128084,19.871882,0.000000,0.000000,0.000000,0.000000,1.000000,-0.577660,0.000005,-0.831830,0.000007,0.000000,0.000000,0.000000,0.000000,0.254904,0.608185,0.010659,0.000000,0.000000,0.000000,0.000000,0.000000,0.044374,0.000002,0.000000,0.050872,0.735260,0.000568
1.000000,1,MS,2,Lamina,1,True,0.409731,0.000000,1.344501,208.650569,0.000000,0.000000,0.000000,0.000000,1.000000,-0.595627,0.000005,-7.290472,0.000066,0.000000,0.000000,0.000000,0.000000,4.552562,12.768286,0.223840,0.000000,0.000000,0.000000,0.000000,0.000000,0.396254,0.000022,0.000000,0.935802,15.440142,0.161181
1.000000,1,MS,2,Sheath,1,True,0.058178,0.000000,0.301066,46.698665,0.000000,0.000000,0.000000,0.000000,1.000000,-0.582734,0.000005,-1.048921,0.000009,0.000000,0.000000,0.000000,0.000000,0.843155,3.729298,0.065345,0.000000,0.000000,0.000000,0.000000,0.000000,0.056264,0.000003,0.000000,0.301022,4.507436,0.011489
1.000000,1,MS,3,Internode,1,True,0.028376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.573972,0.000005,-0.516574,0.000005,0.000000,0.000000,0.000000,0.000000,0.184261,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027443,0.000001,0.000000,0.000000,0.000000,-0.000000
1.000000,1,MS,3,Lamina,1,True,0.273025,0.000000,0.544760,84.454259,0.000000,0.000000,0.000000,0.000000,1.000000,-0.593251,0.000005,-4.869405,0.000044,0.000000,0.000000,0.000000,0.000000,5.460495,9.312131,0.163084,0.000000,0.000000,0.000000,0.000000,0.000000,0.264045,0.000014,0.000000,0.707383,11.249307,0.057916
1.000000,1,MS,3,Sheath,1,True,0.046018,0.000000,0.083277,12.916699,0.000000,0.000000,0.000000,0.000000,1.000000,-0.578701,0.000005,-0.833329,0.000007,0.000000,0.000000,0.000000,0.000000,1.070194,1.655284,0.029003,0.000000,0.000000,0.000000,0.000000,0.000000,0.044505,0.000002,0.000000,0.136792,2.000586,0.001644
1.000000,1,MS,4,Peduncle,1,False,0.186952,0.000000,0.192119,29.807802,0.000000,0.000000,0.000000,0.000000,1.000000,-0.595955,0.000005,-3.325429,0.000030,0.000000,0.000000,0.000000,0.000000,1.112808,0.977404,0.017131,0.000000,0.000000,0.000000,0.000000,0.000000,0.180803,0.000010,0.000000,0.081406,1.181666,0.001414
1.000000,1,MS,4,Peduncle,2,True,0.101575,0.000000,1.152555,178.843807,0.000000,0.000000,0.000000,0.000000,1.000000,-0.592480,0.000005,-1.812988,0.000016,0.000000,0.000000,0.000000,0.000000,1.141293,11.068427,0.194019,0.000000,0.000000,0.000000,0.000000,0.000000,0.098234,0.000005,0.000000,0.825501,13.383143,0.120203
1.000000,1,MS,5,Chaff,1,True,0.091288,0.000000,1.662643,258.331666,0.000000,0.000000,0.000000,0.000000,1.000000,-0.599410,0.000005,-1.618406,0.000015,0.000000,0.000000,0.000000,0.000000,0.434704,6.766965,0.118773,0.000000,0.000000,0.000000,0.000000,0.000000,0.088285,0.000005,0.000000,0.528228,8.192804,0.079570
2.000000,1,MS,1,Internode,1,False,0.270675,0.000000,0.246468,19.753295,0.000000,0.000000,0.000000,0.000000,1.000000,-0.583026,0.000005,-2.518674,0.000023,0.000000,0.000000,0.000000,0.000000,1.828886,1.423356,0.012887,0.000000,0.000000,0.000000,0.000000,0.000000,0.126901,0.000084,0.000000,0.117939,0.888898,0.002597
2.000000,1,MS,1,Internode,2,True,0.068349,0.000000,1.112846,88.878170,0.000000,0.000000,0.000000,0.000000,1.000000,-0.586644,0.000005,-0.633576,0.000006,0.000000,0.000000,0.000000,0.000000,1.708722,23.778770,0.214534,0.000000,0.000000,0.000000,0.000000,0.000000,0.032044,0.000021,0.000000,1.567130,14.798215,0.324535
2.000000,1,MS,1,Lamina,1,True,0.813401,0.000000,4.642750,375.253215,0.000000,0.000000,0.000000,0.000000,1.000000,-0.598313,0.000005,-7.452586,0.000068,0.000000,0.000000,0.000000,0.000000,5.810010,28.344017,0.258795,0.000000,0.000000,0.000000,0.000000,0.000000,0.381348,0.000252,0.000000,1.793072,17.851332,1.063686
2.000000,1,MS,1,Sheath,1,True,0.137882,0.000000,1.599863,128.386574,0.000000,0.000000,0.000000,0.000000,1.000000,-0.589802,0.000005,-1.273973,0.000012,0.000000,0.000000,0.000000,0.000000,1.338656,13.275773,0.120349,0.000000,0.000000,0.000000,0.000000,0.000000,0.064643,0.000043,0.000000,0.967996,8.301501,0.189409
2.000000,1,MS,2,Internode,1,True,0.088874,0.000000,0.246429,19.753329,0.000000,0.000000,0.000000,0.000000,1.000000,-0.577660,0.000005,-0.831830,0.000007,0.000000,0.000000,0.000000,0.000000,0.493747,1.170127,0.010596,0.000000,0.000000,0.000000,0.000000,0.000000,0.041667,0.000028,0.000000,0.097240,0.730873,0.001967
2.000000,1,MS,2,Lamina,1,True,0.793643,0.000000,2.581867,207.381128,0.000000,0.000000,0.000000,0.000000,1.000000,-0.595627,0.000005,-7.290472,0.000066,0.000000,0.000000,0.000000,0.000000,8.818256,24.519153,0.222478,0.000000,0.000000,0.000000,0.000000,0.000000,0.372084,0.000246,0.000000,1.605047,15.346203,0.592567
2.000000,1,MS,2,Sheath,1,True,0.112689,0.000000,0.579536,46.418454,0.000000,0.000000,0.000000,0.000000,1.000000,-0.582734,0.000005,-1.048921,0.000009,0.000000,0.000000,0.000000,0.000000,1.633181,7.178690,0.064953,0.000000,0.000000,0.000000,0.000000,0.000000,0.052832,0.000035,0.000000,0.557876,4.480390,0.042128
2.000000,1,MS,3,Internode,1,True,0.054964,0.000000,0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.573972,0.000005,-0.516574,0.000005,0.000000,0.000000,0.000000,0.000000,0.356911,0.000045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025769,0.000017,0.000000,0.000004,0.000000,-0.000014
2.000000,1,MS,3,Lamina,1,True,0.528846,0.000000,1.049653,83.942992,0.000000,0.000000,0.000000,0.000000,1.000000,-0.593251,0.000005,-4.869405,0.000044,0.000000,0.000000,0.000000,0.000000,10.576912,17.942786,0.162097,0.000000,0.000000,0.000000,0.000000,0.000000,0.247939,0.000164,0.000000,1.249245,11.181207,0.214127
2.000000,1,MS,3,Sheath,1,True,0.089137,0.000000,0.160344,12.839489,0.000000,0.000000,0.000000,0.000000,1.000000,-0.578701,0.000005,-0.833329,0.000007,0.000000,0.000000,0.000000,0.000000,2.072952,3.187118,0.028830,0.000000,0.000000,0.000000,0.000000,0.000000,0.041790,0.000028,0.000000,0.258831,1.988628,0.005951
2.000000,1,MS,4,Peduncle,1,False,0.362123,0.000000,0.369609,29.629843,0.000000,0.000000,0.000000,0.000000,1.000000,-0.595955,0.000005,-3.325429,0.000030,0.000000,0.000000,0.000000,0.000000,2.155495,1.880387,0.017029,0.000000,0.000000,0.000000,0.000000,0.000000,0.169775,0.000112,0.000000,0.154994,1.174612,0.005023
2.000000,1,MS,4,Peduncle,2,True,0.196750,0.000000,2.214432,177.758216,0.000000,0.000000,0.000000,0.000000,1.000000,-0.592480,0.000005,-1.812988,0.000016,0.000000,0.000000,0.000000,0.000000,2.210671,21.266038,0.192841,0.000000,0.000000,0.000000,0.000000,0.000000,0.092242,0.000061,0.000000,1.434523,13.301907,0.442173
2.000000,1,MS,5,Chaff,1,True,0.176823,0.000000,3.184360,256.773072,0.000000,0.000000,0.000000,0.000000,1.000000,-0.599410,0.000005,-1.618406,0.000015,0.000000,0.000000,0.000000,0.000000,0.842016,12.960356,0.118057,0.000000,0.000000,0.000000,0.000000,0.000000,0.082900,0.000055,0.000000,0.948025,8.143375,0.290194
3.000000,1,MS,1,Internode,1,False,0.306812,0.000000,0.355979,19.643408,0.000000,0.000000,0.000000,0.000000,1.000000,-0.435644,0.000001,-1.881982,0.000006,0.000000,0.000000,0.000000,0.000000,2.073052,2.055782,0.012815,0.000000,0.000000,0.000000,0.000000,0.000000,0.035808,0.000309,0.000000,0.169112,0.883953,0.004936
3.000000,1,MS,1,Internode,2,True,0.077569,0.000000,1.610292,88.361084,0.000000,0.000000,0.000000,0.000000,1.000000,-0.442436,0.000002,-0.477831,0.000002,0.000000,0.000000,0.000000,0.000000,1.939234,34.407945,0.213285,0.000000,0.000000,0.000000,0.000000,0.000000,0.009137,0.000079,0.000000,2.066577,14.712120,0.676154
3.000000,1,MS,1,Lamina,1,True,0.926610,0.000000,6.623254,373.050743,0.000000,0.000000,0.000000,0.000000,1.000000,-0.454420,0.000002,-5.660261,0.000020,0.000000,0.000000,0.000000,0.000000,6.618643,40.435006,0.257276,0.000000,0.000000,0.000000,0.000000,0.000000,0.112178,0.000968,0.000000,2.312313,17.746557,2.155518
3.000000,1,MS,1,Sheath,1,True,0.156640,0.000000,2.304902,127.652247,0.000000,0.000000,0.000000,0.000000,1.000000,-0.445677,0.000002,-0.962662,0.000003,0.000000,0.000000,0.000000,0.000000,1.520777,19.126233,0.119661,0.000000,0.000000,0.000000,0.000000,0.000000,0.018588,0.000160,0.000000,1.316575,8.254019,0.389607
3.000000,1,MS,2,Internode,1,True,0.100568,0.000000,0.355799,19.643512,0.000000,0.000000,0.000000,0.000000,1.000000,-0.429628,0.000001,-0.618664,0.000002,0.000000,0.000000,0.000000,0.000000,0.558712,1.689452,0.010537,0.000000,0.000000,0.000000,0.000000,0.000000,0.011587,0.000100,0.000000,0.139561,0.726810,0.003650
3.000000,1,MS,2,Lamina,1,True,0.903312,0.000000,3.711326,206.171902,0.000000,0.000000,0.000000,0.000000,1.000000,-0.451658,0.000002,-5.528297,0.000019,0.000000,0.000000,0.000000,0.000000,10.036797,35.245257,0.221181,0.000000,0.000000,0.000000,0.000000,0.000000,0.108670,0.000938,0.000000,2.102184,15.256721,1.218464
3.000000,1,MS,2,Sheath,1,True,0.127722,0.000000,0.837194,46.156498,0.000000,0.000000,0.000000,0.000000,1.000000,-0.435317,0.000001,-0.783570,0.000003,0.000000,0.000000,0.000000,0.000000,1.851046,10.370296,0.064587,0.000000,0.000000,0.000000,0.000000,0.000000,0.014896,0.000129,0.000000,0.779068,4.455106,0.086454
3.000000,1,MS,3,Internode,1,True,0.062124,0.000000,0.000051,0.000002,0.000000,0.000000,0.000000,0.000000,1.000000,-0.425479,0.000001,-0.382931,0.000001,0.000000,0.000000,0.000000,0.000000,0.403403,0.000283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007095,0.000061,0.000000,0.000024,0.000000,-0.000140
3.000000,1,MS,3,Lamina,1,True,0.601461,0.000000,1.517695,83.459103,0.000000,0.000000,0.000000,0.000000,1.000000,-0.449218,0.000002,-3.687177,0.000013,0.000000,0.000000,0.000000,0.000000,12.029217,25.943511,0.161162,0.000000,0.000000,0.000000,0.000000,0.000000,0.071954,0.000621,0.000000,1.676575,11.116753,0.444717
3.000000,1,MS,3,Sheath,1,True,0.100898,0.000000,0.231767,12.767743,0.000000,0.000000,0.000000,0.000000,1.000000,-0.430797,0.000001,-0.620348,0.000002,0.000000,0.000000,0.000000,0.000000,2.346474,4.606781,0.028669,0.000000,0.000000,0.000000,0.000000,0.000000,0.011654,0.000101,0.000000,0.368228,1.977516,0.011961
3.000000,1,MS,4,Peduncle,1,False,0.412207,0.000000,0.533671,29.464795,0.000000,0.000000,0.000000,0.000000,1.000000,-0.451996,0.000002,-2.522136,0.000009,0.000000,0.000000,0.000000,0.000000,2.453611,2.715052,0.016934,0.000000,0.000000,0.000000,0.000000,0.000000,0.049628,0.000428,0.000000,0.221674,1.168069,0.009780
3.000000,1,MS,4,Peduncle,2,True,0.223710,0.000000,3.186472,176.727007,0.000000,0.000000,0.000000,0.000000,1.000000,-0.448425,0.000002,-1.372182,0.000005,0.000000,0.000000,0.000000,0.000000,2.513590,30.600906,0.191722,0.000000,0.000000,0.000000,0.000000,0.000000,0.026714,0.000231,0.000000,1.898205,13.224740,0.910440
3.000000,1,MS,5,Chaff,1,True,0.201506,0.000000,4.562673,255.303649,0.000000,0.000000,0.000000,0.000000,1.000000,-0.455549,0.000002,-1.229983,0.000004,0.000000,0.000000,0.000000,0.000000,0.959551,18.570096,0.117381,0.000000,0.000000,0.000000,0.000000,0.000000,0.024458,0.000211,0.000000,1.285126,8.096773,0.590247
4.000000,1,MS,1,Internode,1,False,0.342298,0.000000,0.457532,19.541468,0.000000,0.000000,0.000000,0.000000,1.000000,-0.435644,0.000001,-1.881982,0.000006,0.000000,0.000000,0.000000,0.000000,2.312826,2.642253,0.012748,0.000000,0.000000,0.000000,0.000000,0.000000,0.035169,0.000752,0.000000,0.215909,0.879366,0.007110
4.000000,1,MS,1,Internode,2,True,0.086624,0.000000,2.070969,87.865022,0.000000,0.000000,0.000000,0.000000,1.000000,-0.442436,0.000002,-0.477831,0.000002,0.000000,0.000000,0.000000,0.000000,2.165599,44.251468,0.212088,0.000000,0.000000,0.000000,0.000000,0.000000,0.008974,0.000192,0.000000,2.456111,14.629526,1.111057
4.000000,1,MS,1,Lamina,1,True,1.037782,0.000000,8.361767,370.924999,0.000000,0.000000,0.000000,0.000000,1.000000,-0.454420,0.000002,-5.660261,0.000020,0.000000,0.000000,0.000000,0.000000,7.412731,51.048637,0.255810,0.000000,0.000000,0.000000,0.000000,0.000000,0.110178,0.002357,0.000000,2.692306,17.645432,3.415682
4.000000,1,MS,1,Sheath,1,True,0.175061,0.000000,2.949893,126.955248,0.000000,0.000000,0.000000,0.000000,1.000000,-0.445677,0.000002,-0.962662,0.000003,0.000000,0.000000,0.000000,0.000000,1.699623,24.478412,0.119007,0.000000,0.000000,0.000000,0.000000,0.000000,0.018256,0.000390,0.000000,1.602974,8.208951,0.630521
4.000000,1,MS,2,Internode,1,True,0.112051,0.000000,0.457000,19.541685,0.000000,0.000000,0.000000,0.000000,1.000000,-0.429628,0.000001,-0.618664,0.000002,0.000000,0.000000,0.000000,0.000000,0.622508,2.169988,0.010482,0.000000,0.000000,0.000000,0.000000,0.000000,0.011381,0.000243,0.000000,0.178274,0.723042,0.005043
4.000000,1,MS,2,Lamina,1,True,1.011008,0.000000,4.732375,205.009683,0.000000,0.000000,0.000000,0.000000,1.000000,-0.451658,0.000002,-5.528297,0.000019,0.000000,0.000000,0.000000,0.000000,11.233420,44.941833,0.219934,0.000000,0.000000,0.000000,0.000000,0.000000,0.106733,0.002283,0.000000,2.481224,15.170717,1.968234
4.000000,1,MS,2,Sheath,1,True,0.142485,0.000000,1.075690,45.910456,0.000000,0.000000,0.000000,0.000000,1.000000,-0.435317,0.000001,-0.783570,0.000003,0.000000,0.000000,0.000000,0.000000,2.064993,13.324533,0.064243,0.000000,0.000000,0.000000,0.000000,0.000000,0.014630,0.000313,0.000000,0.971071,4.431357,0.139559
4.000000,1,MS,3,Internode,1,True,0.069155,0.000000,0.000199,0.000010,0.000000,0.000000,0.000000,0.000000,1.000000,-0.425479,0.000001,-0.382931,0.000001,0.000000,0.000000,0.000000,0.000000,0.449059,0.001102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006968,0.000149,0.000000,0.000093,0.000000,-0.000675
4.000000,1,MS,3,Lamina,1,True,0.672770,0.000000,1.951125,82.997549,0.000000,0.000000,0.000000,0.000000,1.000000,-0.449218,0.000002,-3.687177,0.000013,0.000000,0.000000,0.000000,0.000000,13.455398,33.352569,0.160271,0.000000,0.000000,0.000000,0.000000,0.000000,0.070672,0.001512,0.000000,2.020982,11.055274,0.728601
4.000000,1,MS,3,Sheath,1,True,0.112448,0.000000,0.298094,12.700924,0.000000,0.000000,0.000000,0.000000,1.000000,-0.430797,0.000001,-0.620348,0.000002,0.000000,0.000000,0.000000,0.000000,2.615076,5.925139,0.028519,0.000000,0.000000,0.000000,0.000000,0.000000,0.011447,0.000245,0.000000,0.466775,1.967166,0.018759
4.000000,1,MS,4,Peduncle,1,False,0.461389,0.000000,0.685627,29.311491,0.000000,0.000000,0.000000,0.000000,1.000000,-0.451996,0.000002,-2.522136,0.000009,0.000000,0.000000,0.000000,0.000000,2.746365,3.488129,0.016846,0.000000,0.000000,0.000000,0.000000,0.000000,0.048743,0.001043,0.000000,0.282318,1.161991,0.014640
4.000000,1,MS,4,Peduncle,2,True,0.250184,0.000000,4.069330,175.738963,0.000000,0.000000,0.000000,0.000000,1.000000,-0.448425,0.000002,-1.372182,0.000005,0.000000,0.000000,0.000000,0.000000,2.811061,39.079325,0.190651,0.000000,0.000000,0.000000,0.000000,0.000000,0.026238,0.000561,0.000000,2.259113,13.150803,1.473723
4.000000,1,MS,5,Chaff,1,True,0.225744,0.000000,5.798902,253.907531,0.000000,0.000000,0.000000,0.000000,1.000000,-0.455549,0.000002,-1.229983,0.000004,0.000000,0.000000,0.000000,0.000000,1.074972,23.601554,0.116739,0.000000,0.000000,0.000000,0.000000,0.000000,0.024022,0.000514,0.000000,1.557978,8.052496,0.941456
5.000000,1,MS,1,Internode,1,False,0.369142,0.000000,0.552092,19.446822,0.000000,0.000000,0.000000,0.000000,1.000000,-0.495673,0.000001,-2.141309,0.000005,0.000000,0.000000,0.000000,0.000000,2.494202,3.188332,0.012687,0.000000,0.000000,0.000000,0.000000,0.000000,0.026661,0.001453,0.000000,0.258926,0.875107,0.008538
5.000000,1,MS,1,Internode,2,True,0.093456,0.000000,2.496039,87.386122,0.000000,0.000000,0.000000,0.000000,1.000000,-0.499017,0.000001,-0.538938,0.000001,0.000000,0.000000,0.000000,0.000000,2.336409,53.334175,0.210932,0.000000,0.000000,0.000000,0.000000,0.000000,0.006786,0.000370,0.000000,2.766529,14.549789,1.601243
5.000000,1,MS,1,Lamina,1,True,1.121183,0.000000,9.861492,368.859245,0.000000,0.000000,0.000000,0.000000,1.000000,-0.509752,0.000001,-6.349467,0.000015,0.000000,0.000000,0.000000,0.000000,8.008448,60.204470,0.254386,0.000000,0.000000,0.000000,0.000000,0.000000,0.082832,0.004514,0.000000,2.975620,17.547161,4.716282
5.000000,1,MS,1,Sheath,1,True,0.188940,0.000000,3.537653,126.289679,0.000000,0.000000,0.000000,0.000000,1.000000,-0.501929,0.000001,-1.084167,0.000003,0.000000,0.000000,0.000000,0.000000,1.834366,29.355681,0.118383,0.000000,0.000000,0.000000,0.000000,0.000000,0.013784,0.000751,0.000000,1.840710,8.165915,0.893533
5.000000,1,MS,2,Internode,1,True,0.120762,0.000000,0.550872,19.447188,0.000000,0.000000,0.000000,0.000000,1.000000,-0.490696,0.000001,-0.706602,0.000002,0.000000,0.000000,0.000000,0.000000,0.670898,2.615728,0.010431,0.000000,0.000000,0.000000,0.000000,0.000000,0.008651,0.000471,0.000000,0.213806,0.719546,0.005628
5.000000,1,MS,2,Lamina,1,True,1.091911,0.000000,5.646728,203.885187,0.000000,0.000000,0.000000,0.000000,1.000000,-0.507286,0.000001,-6.209181,0.000015,0.000000,0.000000,0.000000,0.000000,12.132340,53.625148,0.218727,0.000000,0.000000,0.000000,0.000000,0.000000,0.080351,0.004378,0.000000,2.775804,15.087504,2.779892
5.000000,1,MS,2,Sheath,1,True,0.153653,0.000000,1.296597,45.678394,0.000000,0.000000,0.000000,0.000000,1.000000,-0.495403,0.000001,-0.891725,0.000002,0.000000,0.000000,0.000000,0.000000,2.226856,16.060913,0.063918,0.000000,0.000000,0.000000,0.000000,0.000000,0.011092,0.000604,0.000000,1.138948,4.408958,0.197259
5.000000,1,MS,3,Internode,1,True,0.074498,0.000000,0.000591,0.000036,0.000000,0.000000,0.000000,0.000000,1.000000,-0.487261,0.000001,-0.438535,0.000001,0.000000,0.000000,0.000000,0.000000,0.483753,0.003282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005307,0.000289,0.000000,0.000276,0.000002,-0.002193
5.000000,1,MS,3,Lamina,1,True,0.726402,0.000000,2.351944,82.554602,0.000000,0.000000,0.000000,0.000000,1.000000,-0.505103,0.000001,-4.145885,0.000010,0.000000,0.000000,0.000000,0.000000,14.528049,40.204163,0.159416,0.000000,0.000000,0.000000,0.000000,0.000000,0.053267,0.002903,0.000000,2.303336,10.996273,1.047582
5.000000,1,MS,3,Sheath,1,True,0.121204,0.000000,0.359850,12.638566,0.000000,0.000000,0.000000,0.000000,1.000000,-0.491663,0.000001,-0.707995,0.000002,0.000000,0.000000,0.000000,0.000000,2.818706,7.152663,0.028378,0.000000,0.000000,0.000000,0.000000,0.000000,0.008696,0.000474,0.000000,0.556010,1.957508,0.025553
