t,plant,axis,phytomer,organ,element,green_area,SLN,relative_delta_green_area,mstruct_growth,Nstruct_N_growth,mstruct_senescence,mstruct,Nstruct
461,1,MS,0,Roots,enclosed,,,,0.00001,0,0.000587,0.465264,0.009246
461,1,MS,1,Internode,enclosed,0.001129,1.274164,0,,,,0.1415,0.00064
461,1,MS,1,Internode,exposed,0.000371,1.403286,0,,,,0.0465,0.00021
461,1,MS,1,Lamina,exposed,0.00346,0.670998,0,,,,0.14,0.00102
461,1,MS,1,Sheath,exposed,0.0006,2.331947,0,,,,0.103,0.00068
461,1,MS,2,Internode,enclosed,0.0004,2.867274,0,,,,0.18,0.00033
461,1,MS,2,Lamina,exposed,0.0034,0.498564,0,,,,0.09,0.00083
461,1,MS,2,Sheath,exposed,0.0005,1.326677,0,,,,0.069,0.00021
461,1,MS,3,Internode,enclosed,0.00025,3.37908,0,,,,0.154,0.00014
461,1,MS,3,Lamina,exposed,0.002159,0.458062,0.002114,,,,0.04734,0.000502
461,1,MS,3,Sheath,exposed,0.000323,1.011498,0,,,,0.034744,0.000089
461,1,MS,4,Peduncle,enclosed,0.00159,1.176264,0,,,,0.17,0.00086
461,1,MS,4,Peduncle,exposed,0.000811,1.273524,0,,,,0.087103,0.000441
461,1,MS,5,Chaff,exposed,0.000397,4.082643,0.004991,,,,0.111252,0.000567
462,1,MS,0,Roots,enclosed,,,,0.00001,0,0.000587,0.465264,0.009246
462,1,MS,1,Internode,enclosed,0.001129,1.272495,0,,,,0.1415,0.00064
462,1,MS,1,Internode,exposed,0.000371,1.401702,0,,,,0.0465,0.00021
462,1,MS,1,Lamina,exposed,0.00346,0.669551,0,,,,0.14,0.00102
462,1,MS,1,Sheath,exposed,0.0006,2.329,0,,,,0.103,0.00068
462,1,MS,2,Internode,enclosed,0.0004,2.863051,0,,,,0.18,0.00033
462,1,MS,2,Lamina,exposed,0.0034,0.497639,0,,,,0.09,0.00083
462,1,MS,2,Sheath,exposed,0.0005,1.324774,0,,,,0.069,0.00021
462,1,MS,3,Internode,enclosed,0.00025,3.373552,0,,,,0.154,0.00014
462,1,MS,3,Lamina,exposed,0.002159,0.457306,0.002114,,,,0.04734,0.000502
462,1,MS,3,Sheath,exposed,0.000323,1.010195,0,,,,0.034744,0.000089
462,1,MS,4,Peduncle,enclosed,0.00159,1.17461,0,,,,0.17,0.00086
462,1,MS,4,Peduncle,exposed,0.000811,1.271738,0,,,,0.087103,0.000441
462,1,MS,5,Chaff,exposed,0.000397,4.073613,0.004991,,,,0.111252,0.000567
463,1,MS,0,Roots,enclosed,,,,0.000006,0,0.000586,0.464678,0.009234
463,1,MS,1,Internode,enclosed,0.001129,1.27084,0,,,,0.1415,0.00064
463,1,MS,1,Internode,exposed,0.000371,1.400126,0,,,,0.0465,0.00021
463,1,MS,1,Lamina,exposed,0.00346,0.66813,0,,,,0.14,0.00102
463,1,MS,1,Sheath,exposed,0.0006,2.326068,0,,,,0.103,0.00068
463,1,MS,2,Internode,enclosed,0.0004,2.858849,0,,,,0.18,0.00033
463,1,MS,2,Lamina,exposed,0.0034,0.496726,0,,,,0.09,0.00083
463,1,MS,2,Sheath,exposed,0.0005,1.322883,0,,,,0.069,0.00021
463,1,MS,3,Internode,enclosed,0.00025,3.368048,0,,,,0.154,0.00014
463,1,MS,3,Lamina,exposed,0.002154,0.457038,0.002143,,,,0.047239,0.000501
463,1,MS,3,Sheath,exposed,0.000323,1.008899,0,,,,0.034744,0.000089
463,1,MS,4,Peduncle,enclosed,0.00159,1.172973,0,,,,0.17,0.00086
463,1,MS,4,Peduncle,exposed,0.000811,1.269965,0,,,,0.087103,0.000441
463,1,MS,5,Chaff,exposed,0.000395,4.077863,0.004986,,,,0.110697,0.000564
464,1,MS,0,Roots,enclosed,,,,0.000006,0,0.000586,0.464678,0.009234
464,1,MS,1,Internode,enclosed,0.001129,1.269191,0,,,,0.1415,0.00064
464,1,MS,1,Internode,exposed,0.000371,1.398548,0,,,,0.0465,0.00021
464,1,MS,1,Lamina,exposed,0.00346,0.666733,0,,,,0.14,0.00102
464,1,MS,1,Sheath,exposed,0.0006,2.323149,0,,,,0.103,0.00068
464,1,MS,2,Internode,enclosed,0.0004,2.85466,0,,,,0.18,0.00033
464,1,MS,2,Lamina,exposed,0.0034,0.495825,0,,,,0.09,0.00083
464,1,MS,2,Sheath,exposed,0.0005,1.320997,0,,,,0.069,0.00021
464,1,MS,3,Internode,enclosed,0.00025,3.362561,0,,,,0.154,0.00014
464,1,MS,3,Lamina,exposed,0.002154,0.456292,0.002143,,,,0.047239,0.000501
464,1,MS,3,Sheath,exposed,0.000323,1.007603,0,,,,0.034744,0.000089
464,1,MS,4,Peduncle,enclosed,0.00159,1.171344,0,,,,0.17,0.00086
464,1,MS,4,Peduncle,exposed,0.000811,1.2682,0,,,,0.087103,0.000441
464,1,MS,5,Chaff,exposed,0.000395,4.068919,0.004986,,,,0.110697,0.000564
465,1,MS,0,Roots,enclosed,,,,0.000005,0,0.000585,0.464093,0.009222
465,1,MS,1,Internode,enclosed,0.001129,1.267542,0,,,,0.1415,0.00064
465,1,MS,1,Internode,exposed,0.000371,1.396959,0,,,,0.0465,0.00021
465,1,MS,1,Lamina,exposed,0.00346,0.665289,0,,,,0.14,0.00102
465,1,MS,1,Sheath,exposed,0.0006,2.320208,0,,,,0.103,0.00068
465,1,MS,2,Internode,enclosed,0.0004,2.850475,0,,,,0.18,0.00033
465,1,MS,2,Lamina,exposed,0.0034,0.494895,0,,,,0.09,0.00083
465,1,MS,2,Sheath,exposed,0.0005,1.319099,0,,,,0.069,0.00021
465,1,MS,3,Internode,enclosed,0.00025,3.357089,0,,,,0.154,0.00014
465,1,MS,3,Lamina,exposed,0.002149,0.45602,0.002173,,,,0.047136,0.0005
465,1,MS,3,Sheath,exposed,0.000323,1.006299,0,,,,0.034744,0.000089
465,1,MS,4,Peduncle,enclosed,0.00159,1.1697,0,,,,0.17,0.00086
465,1,MS,4,Peduncle,exposed,0.000811,1.266388,0,,,,0.087103,0.000441
465,1,MS,5,Chaff,exposed,0.000393,4.073128,0.004981,,,,0.110146,0.000561
466,1,MS,0,Roots,enclosed,,,,0.000005,0,0.000585,0.464093,0.009222
466,1,MS,1,Internode,enclosed,0.001129,1.265869,0,,,,0.1415,0.00064
466,1,MS,1,Internode,exposed,0.000371,1.39533,0,,,,0.0465,0.00021
466,1,MS,1,Lamina,exposed,0.00346,0.663749,0,,,,0.14,0.00102
466,1,MS,1,Sheath,exposed,0.0006,2.317209,0,,,,0.103,0.00068
466,1,MS,2,Internode,enclosed,0.0004,2.846274,0,,,,0.18,0.00033
466,1,MS,2,Lamina,exposed,0.0034,0.4939,0,,,,0.09,0.00083
466,1,MS,2,Sheath,exposed,0.0005,1.31717,0,,,,0.069,0.00021
466,1,MS,3,Internode,enclosed,0.00025,3.351604,0,,,,0.154,0.00014
466,1,MS,3,Lamina,exposed,0.002149,0.455221,0.002173,,,,0.047136,0.0005
466,1,MS,3,Sheath,exposed,0.000323,1.004966,0,,,,0.034744,0.000089
466,1,MS,4,Peduncle,enclosed,0.00159,1.168029,0,,,,0.17,0.00086
466,1,MS,4,Peduncle,exposed,0.000811,1.264488,0,,,,0.087103,0.000441
466,1,MS,5,Chaff,exposed,0.000393,4.064049,0.004981,,,,0.110146,0.000561
467,1,MS,0,Roots,enclosed,,,,0.00003,0.000001,0.000585,0.463508,0.009211
467,1,MS,1,Internode,enclosed,0.001129,1.264179,0,,,,0.1415,0.00064
467,1,MS,1,Internode,exposed,0.000371,1.393636,0,,,,0.0465,0.00021
467,1,MS,1,Lamina,exposed,0.00346,0.662127,0,,,,0.14,0.00102
467,1,MS,1,Sheath,exposed,0.0006,2.314097,0,,,,0.103,0.00068
467,1,MS,2,Internode,enclosed,0.0004,2.842058,0,,,,0.18,0.00033
467,1,MS,2,Lamina,exposed,0.0034,0.492818,0,,,,0.09,0.00083
467,1,MS,2,Sheath,exposed,0.0005,1.315196,0,,,,0.069,0.00021
467,1,MS,3,Internode,enclosed,0.00025,3.346114,0,,,,0.154,0.00014
467,1,MS,3,Lamina,exposed,0.002145,0.454839,0.002177,,,,0.047033,0.000499
467,1,MS,3,Sheath,exposed,0.000323,1.003599,0,,,,0.034744,0.000089
467,1,MS,4,Peduncle,enclosed,0.00159,1.166313,0,,,,0.17,0.00086
467,1,MS,4,Peduncle,exposed,0.000811,1.262461,0,,,,0.087103,0.000441
467,1,MS,5,Chaff,exposed,0.000391,4.068083,0.005006,,,,0.109594,0.000558
468,1,MS,0,Roots,enclosed,,,,0.00003,0.000001,0.000585,0.463508,0.009211
468,1,MS,1,Internode,enclosed,0.001129,1.262453,0,,,,0.1415,0.00064
468,1,MS,1,Internode,exposed,0.000371,1.391856,0,,,,0.0465,0.00021
468,1,MS,1,Lamina,exposed,0.00346,0.660341,0,,,,0.14,0.00102
468,1,MS,1,Sheath,exposed,0.0006,2.310851,0,,,,0.103,0.00068
468,1,MS,2,Internode,enclosed,0.0004,2.837807,0,,,,0.18,0.00033
468,1,MS,2,Lamina,exposed,0.0034,0.491612,0,,,,0.09,0.00083
468,1,MS,2,Sheath,exposed,0.0005,1.313156,0,,,,0.069,0.00021
468,1,MS,3,Internode,enclosed,0.00025,3.340601,0,,,,0.154,0.00014
468,1,MS,3,Lamina,exposed,0.002145,0.453884,0.002177,,,,0.047033,0.000499
468,1,MS,3,Sheath,exposed,0.000323,1.002177,0,,,,0.034744,0.000089
468,1,MS,4,Peduncle,enclosed,0.00159,1.164534,0,,,,0.17,0.00086
468,1,MS,4,Peduncle,exposed,0.000811,1.260263,0,,,,0.087103,0.000441
468,1,MS,5,Chaff,exposed,0.000391,4.058688,0.005006,,,,0.109594,0.000558
469,1,MS,0,Roots,enclosed,,,,0.006975,0.000311,0.000584,0.462924,0.009199
469,1,MS,1,Internode,enclosed,0.001129,1.260833,0,,,,0.1415,0.00064
469,1,MS,1,Internode,exposed,0.000371,1.390252,0,,,,0.0465,0.00021
469,1,MS,1,Lamina,exposed,0.00346,0.658987,0,,,,0.14,0.00102
469,1,MS,1,Sheath,exposed,0.0006,2.307916,0,,,,0.103,0.00068
469,1,MS,2,Internode,enclosed,0.0004,2.833684,0,,,,0.18,0.00033
469,1,MS,2,Lamina,exposed,0.0034,0.490707,0,,,,0.09,0.00083
469,1,MS,2,Sheath,exposed,0.0005,1.311266,0,,,,0.069,0.00021
469,1,MS,3,Internode,enclosed,0.00025,3.335206,0,,,,0.154,0.00014
469,1,MS,3,Lamina,exposed,0.00214,0.453658,0.002403,,,,0.04692,0.000497
469,1,MS,3,Sheath,exposed,0.000323,1.000871,0,,,,0.034744,0.000089
469,1,MS,4,Peduncle,enclosed,0.00159,1.162915,0,,,,0.17,0.00086
469,1,MS,4,Peduncle,exposed,0.000811,1.258439,0,,,,0.087103,0.000441
469,1,MS,5,Chaff,exposed,0.000389,4.064182,0.005438,,,,0.108998,0.000555
470,1,MS,0,Roots,enclosed,,,,0.006975,0.000311,0.000584,0.462924,0.009199
470,1,MS,1,Internode,enclosed,0.001129,1.259432,0,,,,0.1415,0.00064
470,1,MS,1,Internode,exposed,0.000371,1.389023,0,,,,0.0465,0.00021
470,1,MS,1,Lamina,exposed,0.00346,0.658335,0,,,,0.14,0.00102
470,1,MS,1,Sheath,exposed,0.0006,2.305589,0,,,,0.103,0.00068
470,1,MS,2,Internode,enclosed,0.0004,2.829821,0,,,,0.18,0.00033
470,1,MS,2,Lamina,exposed,0.0034,0.490339,0,,,,0.09,0.00083
470,1,MS,2,Sheath,exposed,0.0005,1.309702,0,,,,0.069,0.00021
470,1,MS,3,Internode,enclosed,0.00025,3.330045,0,,,,0.154,0.00014
470,1,MS,3,Lamina,exposed,0.00214,0.453286,0.002403,,,,0.04692,0.000497
470,1,MS,3,Sheath,exposed,0.000323,0.999826,0,,,,0.034744,0.000089
470,1,MS,4,Peduncle,enclosed,0.00159,1.161625,0,,,,0.17,0.00086
470,1,MS,4,Peduncle,exposed,0.000811,1.257308,0,,,,0.087103,0.000441
470,1,MS,5,Chaff,exposed,0.000389,4.056198,0.005438,,,,0.108998,0.000555
471,1,MS,0,Roots,enclosed,,,,0.062744,0.002801,0.000583,0.462343,0.009187
471,1,MS,1,Internode,enclosed,0.001129,1.258262,0,,,,0.1415,0.00064
471,1,MS,1,Internode,exposed,0.000371,1.38816,0,,,,0.0465,0.00021
471,1,MS,1,Lamina,exposed,0.00346,0.658416,0,,,,0.14,0.00102
471,1,MS,1,Sheath,exposed,0.0006,2.303819,0,,,,0.103,0.00068
471,1,MS,2,Internode,enclosed,0.0004,2.826228,0,,,,0.18,0.00033
471,1,MS,2,Lamina,exposed,0.0034,0.490482,0,,,,0.09,0.00083
471,1,MS,2,Sheath,exposed,0.0005,1.308457,0,,,,0.069,0.00021
471,1,MS,3,Internode,enclosed,0.00025,3.325134,0,,,,0.154,0.00014
471,1,MS,3,Lamina,exposed,0.002134,0.453868,0.00263,,,,0.046797,0.000496
471,1,MS,3,Sheath,exposed,0.000323,0.999054,0,,,,0.034744,0.000089
471,1,MS,4,Peduncle,enclosed,0.00159,1.160653,0,,,,0.17,0.00086
471,1,MS,4,Peduncle,exposed,0.000811,1.256842,0,,,,0.087103,0.000441
471,1,MS,5,Chaff,exposed,0.000387,4.06459,0.005878,,,,0.108357,0.000552
472,1,MS,0,Roots,enclosed,,,,0.062744,0.002801,0.000583,0.462343,0.009187
472,1,MS,1,Internode,enclosed,0.001129,1.257241,0,,,,0.1415,0.00064
472,1,MS,1,Internode,exposed,0.000371,1.387544,0,,,,0.0465,0.00021
472,1,MS,1,Lamina,exposed,0.00346,0.65893,0,,,,0.14,0.00102
472,1,MS,1,Sheath,exposed,0.0006,2.302424,0,,,,0.103,0.00068
472,1,MS,2,Internode,enclosed,0.0004,2.822815,0,,,,0.18,0.00033
472,1,MS,2,Lamina,exposed,0.0034,0.490946,0,,,,0.09,0.00083
472,1,MS,2,Sheath,exposed,0.0005,1.307425,0,,,,0.069,0.00021
472,1,MS,3,Internode,enclosed,0.00025,3.320392,0,,,,0.154,0.00014
472,1,MS,3,Lamina,exposed,0.002134,0.454108,0.00263,,,,0.046797,0.000496
472,1,MS,3,Sheath,exposed,0.000323,0.998464,0,,,,0.034744,0.000089
472,1,MS,4,Peduncle,enclosed,0.00159,1.159888,0,,,,0.17,0.00086
472,1,MS,4,Peduncle,exposed,0.000811,1.256813,0,,,,0.087103,0.000441
472,1,MS,5,Chaff,exposed,0.000387,4.057994,0.005878,,,,0.108357,0.000552
473,1,MS,0,Roots,enclosed,,,,0.164323,0.007336,0.000583,0.461765,0.009176
473,1,MS,1,Internode,enclosed,0.001129,1.256331,0,,,,0.1415,0.00064
473,1,MS,1,Internode,exposed,0.000371,1.387001,0,,,,0.0465,0.00021
473,1,MS,1,Lamina,exposed,0.00346,0.659881,0,,,,0.14,0.00102
473,1,MS,1,Sheath,exposed,0.0006,2.301081,0,,,,0.103,0.00068
473,1,MS,2,Internode,enclosed,0.0004,2.819513,0,,,,0.18,0.00033
473,1,MS,2,Lamina,exposed,0.0034,0.491615,0,,,,0.09,0.00083
473,1,MS,2,Sheath,exposed,0.0005,1.306478,0,,,,0.069,0.00021
473,1,MS,3,Internode,enclosed,0.00025,3.315783,0,,,,0.154,0.00014
473,1,MS,3,Lamina,exposed,0.002128,0.455016,0.002637,,,,0.046674,0.000495
473,1,MS,3,Sheath,exposed,0.000323,0.997978,0,,,,0.034744,0.000089
473,1,MS,4,Peduncle,enclosed,0.00159,1.159184,0,,,,0.17,0.00086
473,1,MS,4,Peduncle,exposed,0.000811,1.257037,0,,,,0.087103,0.000441
473,1,MS,5,Chaff,exposed,0.000385,4.067422,0.005912,,,,0.107717,0.000549
474,1,MS,0,Roots,enclosed,,,,0.164323,0.007336,0.000583,0.461765,0.009176
474,1,MS,1,Internode,enclosed,0.001129,1.255479,0,,,,0.1415,0.00064
474,1,MS,1,Internode,exposed,0.000371,1.38655,0,,,,0.0465,0.00021
474,1,MS,1,Lamina,exposed,0.00346,0.660932,0,,,,0.14,0.00102
474,1,MS,1,Sheath,exposed,0.0006,2.299858,0,,,,0.103,0.00068
474,1,MS,2,Internode,enclosed,0.0004,2.816286,0,,,,0.18,0.00033
474,1,MS,2,Lamina,exposed,0.0034,0.492369,0,,,,0.09,0.00083
474,1,MS,2,Sheath,exposed,0.0005,1.30561,0,,,,0.069,0.00021
474,1,MS,3,Internode,enclosed,0.00025,3.311254,0,,,,0.154,0.00014
474,1,MS,3,Lamina,exposed,0.002128,0.455411,0.002637,,,,0.046674,0.000495
474,1,MS,3,Sheath,exposed,0.000323,0.997566,0,,,,0.034744,0.000089
474,1,MS,4,Peduncle,enclosed,0.00159,1.158546,0,,,,0.17,0.00086
474,1,MS,4,Peduncle,exposed,0.000811,1.257411,0,,,,0.087103,0.000441
474,1,MS,5,Chaff,exposed,0.000385,4.061378,0.005912,,,,0.107717,0.000549
475,1,MS,0,Roots,enclosed,,,,0.265339,0.011846,0.000582,0.461192,0.009165
475,1,MS,1,Internode,enclosed,0.001129,1.255177,0,,,,0.1415,0.00064
475,1,MS,1,Internode,exposed,0.000371,1.386435,0,,,,0.0465,0.00021
475,1,MS,1,Lamina,exposed,0.00346,0.662184,0,,,,0.14,0.00102
475,1,MS,1,Sheath,exposed,0.0006,2.298656,0,,,,0.103,0.00068
475,1,MS,2,Internode,enclosed,0.0004,2.813587,0,,,,0.18,0.00033
475,1,MS,2,Lamina,exposed,0.0034,0.493116,0,,,,0.09,0.00083
475,1,MS,2,Sheath,exposed,0.0005,1.305193,0,,,,0.069,0.00021
475,1,MS,3,Internode,enclosed,0.00025,3.307322,0,,,,0.154,0.00014
475,1,MS,3,Lamina,exposed,0.002123,0.45661,0.002476,,,,0.046558,0.000494
475,1,MS,3,Sheath,exposed,0.000323,0.997673,0,,,,0.034744,0.000089
475,1,MS,4,Peduncle,enclosed,0.00159,1.158325,0,,,,0.17,0.00086
475,1,MS,4,Peduncle,exposed,0.000811,1.257623,0,,,,0.087103,0.000441
475,1,MS,5,Chaff,exposed,0.000383,4.069288,0.005471,,,,0.107128,0.000546
476,1,MS,0,Roots,enclosed,,,,0.265339,0.011846,0.000582,0.461192,0.009165
476,1,MS,1,Internode,enclosed,0.001129,1.255069,0,,,,0.1415,0.00064
476,1,MS,1,Internode,exposed,0.000371,1.386554,0,,,,0.0465,0.00021
476,1,MS,1,Lamina,exposed,0.00346,0.663769,0,,,,0.14,0.00102
476,1,MS,1,Sheath,exposed,0.0006,2.297716,0,,,,0.103,0.00068
476,1,MS,2,Internode,enclosed,0.0004,2.8111,0,,,,0.18,0.00033
476,1,MS,2,Lamina,exposed,0.0034,0.494091,0,,,,0.09,0.00083
476,1,MS,2,Sheath,exposed,0.0005,1.305001,0,,,,0.069,0.00021
476,1,MS,3,Internode,enclosed,0.00025,3.303605,0,,,,0.154,0.00014
476,1,MS,3,Lamina,exposed,0.002123,0.457456,0.002476,,,,0.046558,0.000494
476,1,MS,3,Sheath,exposed,0.000323,0.998008,0,,,,0.034744,0.000089
476,1,MS,4,Peduncle,enclosed,0.00159,1.158303,0,,,,0.17,0.00086
476,1,MS,4,Peduncle,exposed,0.000811,1.258148,0,,,,0.087103,0.000441
476,1,MS,5,Chaff,exposed,0.000383,4.063103,0.005471,,,,0.107128,0.000546
477,1,MS,0,Roots,enclosed,,,,0.19363,0.008644,0.000581,0.460617,0.009153
477,1,MS,1,Internode,enclosed,0.001129,1.255328,0,,,,0.1415,0.00064
477,1,MS,1,Internode,exposed,0.000371,1.386937,0,,,,0.0465,0.00021
477,1,MS,1,Lamina,exposed,0.00346,0.663613,0,,,,0.14,0.00102
477,1,MS,1,Sheath,exposed,0.0006,2.296729,0,,,,0.103,0.00068
477,1,MS,2,Internode,enclosed,0.0004,2.809004,0,,,,0.18,0.00033
477,1,MS,2,Lamina,exposed,0.0034,0.494767,0,,,,0.09,0.00083
477,1,MS,2,Sheath,exposed,0.0005,1.305113,0,,,,0.069,0.00021
477,1,MS,3,Internode,enclosed,0.00025,3.300283,0,,,,0.154,0.00014
477,1,MS,3,Lamina,exposed,0.002118,0.458965,0.002313,,,,0.04645,0.000492
477,1,MS,3,Sheath,exposed,0.000323,0.99876,0,,,,0.034744,0.000089
477,1,MS,4,Peduncle,enclosed,0.00159,1.15855,0,,,,0.17,0.00086
477,1,MS,4,Peduncle,exposed,0.000811,1.25813,0,,,,0.087103,0.000441
477,1,MS,5,Chaff,exposed,0.000381,4.068972,0.005021,,,,0.10659,0.000543
478,1,MS,0,Roots,enclosed,,,,0.19363,0.008644,0.000581,0.460617,0.009153
478,1,MS,1,Internode,enclosed,0.001129,1.254303,0,,,,0.1415,0.00064
478,1,MS,1,Internode,exposed,0.000371,1.386037,0,,,,0.0465,0.00021
478,1,MS,1,Lamina,exposed,0.00346,0.662205,0,,,,0.14,0.00102
478,1,MS,1,Sheath,exposed,0.0006,2.294416,0,,,,0.103,0.00068
478,1,MS,2,Internode,enclosed,0.0004,2.805602,0,,,,0.18,0.00033
478,1,MS,2,Lamina,exposed,0.0034,0.494151,0,,,,0.09,0.00083
478,1,MS,2,Sheath,exposed,0.0005,1.303904,0,,,,0.069,0.00021
478,1,MS,3,Internode,enclosed,0.00025,3.295668,0,,,,0.154,0.00014
478,1,MS,3,Lamina,exposed,0.002118,0.458664,0.002313,,,,0.04645,0.000492
478,1,MS,3,Sheath,exposed,0.000323,0.99819,0,,,,0.034744,0.000089
478,1,MS,4,Peduncle,enclosed,0.00159,1.157478,0,,,,0.17,0.00086
478,1,MS,4,Peduncle,exposed,0.000811,1.256837,0,,,,0.087103,0.000441
478,1,MS,5,Chaff,exposed,0.000381,4.060297,0.005021,,,,0.10659,0.000543
479,1,MS,0,Roots,enclosed,,,,0.000154,0.000007,0.00058,0.460036,0.009142
479,1,MS,1,Internode,enclosed,0.001129,1.252516,0,,,,0.1415,0.00064
479,1,MS,1,Internode,exposed,0.000371,1.384359,0,,,,0.0465,0.00021
479,1,MS,1,Lamina,exposed,0.00346,0.660138,0,,,,0.14,0.00102
479,1,MS,1,Sheath,exposed,0.0006,2.291327,0,,,,0.103,0.00068
479,1,MS,2,Internode,enclosed,0.0004,2.80142,0,,,,0.18,0.00033
479,1,MS,2,Lamina,exposed,0.0034,0.492816,0,,,,0.09,0.00083
479,1,MS,2,Sheath,exposed,0.0005,1.301902,0,,,,0.069,0.00021
479,1,MS,3,Internode,enclosed,0.00025,3.290279,0,,,,0.154,0.00014
479,1,MS,3,Lamina,exposed,0.002113,0.458141,0.002319,,,,0.046343,0.000491
479,1,MS,3,Sheath,exposed,0.000323,0.996812,0,,,,0.034744,0.000089
479,1,MS,4,Peduncle,enclosed,0.00159,1.155637,0,,,,0.17,0.00086
479,1,MS,4,Peduncle,exposed,0.000811,1.254799,0,,,,0.087103,0.000441
479,1,MS,5,Chaff,exposed,0.000379,4.064244,0.005047,,,,0.106052,0.00054
480,1,MS,0,Roots,enclosed,,,,0.000154,0.000007,0.00058,0.460036,0.009142
480,1,MS,1,Internode,enclosed,0.001129,1.250769,0,,,,0.1415,0.00064
480,1,MS,1,Internode,exposed,0.000371,1.382709,0,,,,0.0465,0.00021
480,1,MS,1,Lamina,exposed,0.00346,0.658225,0,,,,0.14,0.00102
480,1,MS,1,Sheath,exposed,0.0006,2.288295,0,,,,0.103,0.00068
480,1,MS,2,Internode,enclosed,0.0004,2.797279,0,,,,0.18,0.00033
480,1,MS,2,Lamina,exposed,0.0034,0.491571,0,,,,0.09,0.00083
480,1,MS,2,Sheath,exposed,0.0005,1.299935,0,,,,0.069,0.00021
480,1,MS,3,Internode,enclosed,0.00025,3.284928,0,,,,0.154,0.00014
480,1,MS,3,Lamina,exposed,0.002113,0.457146,0.002319,,,,0.046343,0.000491
480,1,MS,3,Sheath,exposed,0.000323,0.995456,0,,,,0.034744,0.000089
480,1,MS,4,Peduncle,enclosed,0.00159,1.153848,0,,,,0.17,0.00086
480,1,MS,4,Peduncle,exposed,0.000811,1.25282,0,,,,0.087103,0.000441
480,1,MS,5,Chaff,exposed,0.000379,4.05499,0.005047,,,,0.106052,0.00054
481,1,MS,0,Roots,enclosed,,,,0.000027,0.000001,0.00058,0.459457,0.00913
481,1,MS,1,Internode,enclosed,0.001129,1.249059,0,,,,0.1415,0.00064
481,1,MS,1,Internode,exposed,0.000371,1.381084,0,,,,0.0465,0.00021
481,1,MS,1,Lamina,exposed,0.00346,0.656439,0,,,,0.14,0.00102
481,1,MS,1,Sheath,exposed,0.0006,2.285318,0,,,,0.103,0.00068
481,1,MS,2,Internode,enclosed,0.0004,2.793176,0,,,,0.18,0.00033
481,1,MS,2,Lamina,exposed,0.0034,0.490402,0,,,,0.09,0.00083
481,1,MS,2,Sheath,exposed,0.0005,1.297999,0,,,,0.069,0.00021
481,1,MS,3,Internode,enclosed,0.00025,3.279616,0,,,,0.154,0.00014
481,1,MS,3,Lamina,exposed,0.002108,0.456719,0.002324,,,,0.046235,0.00049
481,1,MS,3,Sheath,exposed,0.000323,0.994121,0,,,,0.034744,0.000089
481,1,MS,4,Peduncle,enclosed,0.00159,1.152107,0,,,,0.17,0.00086
481,1,MS,4,Peduncle,exposed,0.000811,1.250895,0,,,,0.087103,0.000441
481,1,MS,5,Chaff,exposed,0.000377,4.059216,0.005072,,,,0.105514,0.000538
482,1,MS,0,Roots,enclosed,,,,0.000027,0.000001,0.00058,0.459457,0.00913
482,1,MS,1,Internode,enclosed,0.001129,1.247381,0,,,,0.1415,0.00064
482,1,MS,1,Internode,exposed,0.000371,1.379484,0,,,,0.0465,0.00021
482,1,MS,1,Lamina,exposed,0.00346,0.654762,0,,,,0.14,0.00102
482,1,MS,1,Sheath,exposed,0.0006,2.282391,0,,,,0.103,0.00068
482,1,MS,2,Internode,enclosed,0.0004,2.789111,0,,,,0.18,0.00033
482,1,MS,2,Lamina,exposed,0.0034,0.4893,0,,,,0.09,0.00083
482,1,MS,2,Sheath,exposed,0.0005,1.296092,0,,,,0.069,0.00021
482,1,MS,3,Internode,enclosed,0.00025,3.27434,0,,,,0.154,0.00014
482,1,MS,3,Lamina,exposed,0.002108,0.45581,0.002324,,,,0.046235,0.00049
482,1,MS,3,Sheath,exposed,0.000323,0.992804,0,,,,0.034744,0.000089
482,1,MS,4,Peduncle,enclosed,0.00159,1.150409,0,,,,0.17,0.00086
482,1,MS,4,Peduncle,exposed,0.000811,1.24902,0,,,,0.087103,0.000441
482,1,MS,5,Chaff,exposed,0.000377,4.050175,0.005072,,,,0.105514,0.000538
483,1,MS,0,Roots,enclosed,,,,0.000013,0.000001,0.000579,0.458878,0.009119
483,1,MS,1,Internode,enclosed,0.001129,1.245733,0,,,,0.1415,0.00064
483,1,MS,1,Internode,exposed,0.000371,1.377906,0,,,,0.0465,0.00021
483,1,MS,1,Lamina,exposed,0.00346,0.653178,0,,,,0.14,0.00102
483,1,MS,1,Sheath,exposed,0.0006,2.279509,0,,,,0.103,0.00068
483,1,MS,2,Internode,enclosed,0.0004,2.785081,0,,,,0.18,0.00033
483,1,MS,2,Lamina,exposed,0.0034,0.488256,0,,,,0.09,0.00083
483,1,MS,2,Sheath,exposed,0.0005,1.294213,0,,,,0.069,0.00021
483,1,MS,3,Internode,enclosed,0.00025,3.269101,0,,,,0.154,0.00014
483,1,MS,3,Lamina,exposed,0.002103,0.455468,0.002372,,,,0.046125,0.000489
483,1,MS,3,Sheath,exposed,0.000323,0.991506,0,,,,0.034744,0.000089
483,1,MS,4,Peduncle,enclosed,0.00159,1.148748,0,,,,0.17,0.00086
483,1,MS,4,Peduncle,exposed,0.000811,1.247189,0,,,,0.087103,0.000441
483,1,MS,5,Chaff,exposed,0.000375,4.054362,0.004993,,,,0.104987,0.000535
